subject,condition,fixation_advantage
146,relevant,-1.5130000000000001
146,relevant,-1.7315
146,relevant,2.9135
146,relevant,3.2265
146,relevant,-2.122
146,relevant,4.053
146,relevant,4.287
146,relevant,-2.8765
146,relevant,-2.6675
146,relevant,4.823
146,relevant,-2.5665
146,relevant,-2.2075
146,relevant,-3.096
146,relevant,-1.4495
146,relevant,-2.928
146,relevant,-1.4535
146,relevant,-2.5975
146,relevant,-1.363
146,relevant,3.3215
146,relevant,-1.1505
146,relevant,2.669
146,relevant,2.942
146,relevant,3.257
146,relevant,3.62
146,relevant,-0.3295
146,relevant,-3.726
146,relevant,-0.275
146,relevant,-3.664
146,relevant,-0.04
146,relevant,3.0245
146,relevant,-0.126
146,relevant,-3.9775
146,relevant,0.0225
146,relevant,0.0
146,relevant,0.248
146,relevant,-0.1865
146,relevant,-0.2595
146,relevant,-0.0805
146,relevant,-0.2555
146,relevant,0.401
146,relevant,-0.6805
146,relevant,-1.1605
146,relevant,-1.442
146,relevant,-0.41600000000000004
146,relevant,0.262
146,relevant,-0.218
146,relevant,-0.145
146,relevant,0.494
146,relevant,-1.397
146,relevant,-1.9395
146,relevant,2.459
146,relevant,-0.6585
146,relevant,2.433
146,relevant,-0.795
146,relevant,-2.5275
146,relevant,2.832
146,relevant,-2.279
146,relevant,-2.003
146,relevant,0.0
146,relevant,-0.101
146,relevant,-0.216
146,relevant,-1.2630000000000001
146,relevant,-2.0395
146,relevant,-1.6835
146,relevant,-1.234
146,relevant,-1.794
146,relevant,-0.293
146,relevant,-1.6560000000000001
146,relevant,-0.031
146,relevant,-2.6710000000000003
146,relevant,1.547
146,relevant,-0.4165
146,relevant,1.548
146,relevant,-1.5305
146,relevant,-0.387
146,relevant,-1.4305
146,relevant,0.0
146,relevant,-0.11850000000000001
146,relevant,1.3895
146,relevant,-0.674
146,relevant,0.66
146,relevant,0.8615
146,relevant,0.608
146,relevant,0.0
146,relevant,2.695
146,relevant,2.9290000000000003
146,relevant,3.203
146,relevant,4.665
146,relevant,-2.7745
146,relevant,4.9025
146,relevant,-1.6105
146,relevant,4.9295
146,relevant,-1.422
146,relevant,-4.374
146,relevant,-1.2425
146,relevant,-3.579
146,relevant,-2.556
146,relevant,-1.9215
146,relevant,3.5445
146,relevant,-1.9615
146,relevant,3.0465
146,relevant,3.6015
146,relevant,-0.807
146,relevant,3.669
146,relevant,-3.4395000000000002
146,relevant,-0.9495
146,relevant,-3.3255
146,relevant,-0.963
146,relevant,3.5745
146,relevant,3.8745000000000003
146,relevant,4.0715
146,relevant,4.3645000000000005
146,relevant,4.7255
146,relevant,-1.204
146,relevant,-3.992
146,relevant,-2.63
146,relevant,-2.416
146,relevant,3.499
146,relevant,3.934
146,relevant,4.261
146,relevant,4.7170000000000005
146,relevant,4.915
146,relevant,5.356
146,relevant,6.118
146,relevant,-2.6585
146,relevant,6.4635
146,relevant,7.1265
146,relevant,-3.1630000000000003
146,relevant,-2.805
146,relevant,7.9315
146,relevant,-5.5435
146,relevant,7.956
146,relevant,8.244
146,relevant,-2.9165
146,relevant,8.084
146,relevant,-2.618
146,relevant,8.4095
146,relevant,-2.4425
146,relevant,-6.352
146,relevant,-2.2595
146,relevant,8.1875
146,relevant,0.514
146,relevant,-0.97
146,relevant,0.16
146,relevant,2.481
146,relevant,-0.536
146,relevant,-3.8725
146,relevant,3.3535
146,relevant,-2.66
146,relevant,-1.932
146,relevant,-1.039
146,relevant,2.9935
146,relevant,0.17300000000000001
146,relevant,0.263
146,relevant,1.891
146,relevant,2.942
146,relevant,-1.927
146,relevant,3.7285
146,relevant,-1.815
146,relevant,3.888
146,relevant,-2.7365
146,relevant,6.057
146,relevant,-2.8965
146,relevant,-4.171
146,relevant,-3.625
146,relevant,-3.2515
146,relevant,-3.232
146,relevant,-3.126
146,relevant,-2.747
146,relevant,5.619
146,relevant,5.926
146,relevant,6.415
146,relevant,-4.206
146,relevant,-1.117
146,relevant,-0.6970000000000001
146,relevant,-0.464
146,relevant,1.7385
146,relevant,-1.7075
146,relevant,1.8125
146,relevant,-1.1085
146,relevant,3.2295000000000003
146,relevant,-2.6605
146,relevant,-1.7665
146,relevant,3.117
146,relevant,-1.3760000000000001
146,relevant,3.2145
146,relevant,-2.3605
146,relevant,-1.68
146,relevant,3.3395
146,relevant,3.7255000000000003
146,relevant,-3.1475
146,relevant,3.7315
146,relevant,-2.289
146,relevant,-2.1205
146,relevant,4.029
146,relevant,-0.34400000000000003
146,relevant,-0.3995
146,relevant,0.7435
146,relevant,-0.226
146,relevant,0.9165
146,relevant,-0.1545
146,relevant,-0.578
146,relevant,-0.167
146,relevant,-3.3135
146,relevant,-0.6125
146,relevant,2.5
146,relevant,-2.282
146,relevant,2.6095
146,relevant,0.0
146,relevant,2.841
146,relevant,-1.5375
146,relevant,-2.7835
146,relevant,1.694
146,relevant,0.226
146,relevant,2.3965
146,relevant,-3.823
146,relevant,0.3405
146,relevant,-2.713
146,relevant,-0.9530000000000001
146,relevant,1.3165
146,relevant,-2.017
146,relevant,-0.374
146,relevant,1.9415
146,relevant,-2.0415
146,relevant,-1.3395000000000001
146,relevant,-0.6275000000000001
146,relevant,1.0595
146,relevant,-3.2395
146,relevant,-4.9415000000000004
146,relevant,5.824
146,relevant,-4.854
146,relevant,6.0165
146,relevant,6.8105
146,relevant,-1.945
146,relevant,-1.706
146,relevant,-1.465
146,relevant,-1.201
146,relevant,-0.9540000000000001
146,relevant,-0.5650000000000001
146,relevant,-0.406
146,relevant,-5.922
146,relevant,-5.78
146,relevant,4.5735
146,relevant,-4.242
146,relevant,-4.1895
146,relevant,-4.408
146,relevant,5.17
146,relevant,5.446
146,relevant,5.6000000000000005
146,relevant,5.799
146,relevant,-4.238
146,relevant,5.9465
146,relevant,-4.2225
146,relevant,6.213
146,relevant,-3.911
146,relevant,6.3500000000000005
146,relevant,6.621
146,relevant,-4.2705
146,relevant,-3.6065
146,relevant,7.078
146,relevant,-3.4585
146,relevant,-0.081
146,relevant,-1.6015
146,relevant,2.1635
146,relevant,-2.458
146,relevant,0.507
146,relevant,1.074
146,relevant,-1.8365
146,relevant,-0.9945
146,relevant,3.0525
146,relevant,-1.2525
146,relevant,0.6075
146,relevant,3.176
146,relevant,-0.001
146,relevant,-6.1965
146,relevant,1.0925
146,relevant,4.074
146,relevant,0.9490000000000001
146,relevant,4.902
146,relevant,-6.127
146,relevant,0.993
146,relevant,4.2495
146,relevant,1.2735
146,relevant,-7.6155
146,relevant,-5.5245
146,relevant,3.5525
146,relevant,0.6375000000000001
146,relevant,-5.025
146,relevant,0.494
146,relevant,-0.2595
146,relevant,-0.9505
146,relevant,-0.6735
146,relevant,0.8465
146,relevant,-0.54
146,relevant,0.61
146,relevant,-1.2335
146,relevant,0.706
146,relevant,-1.091
146,relevant,0.23
146,relevant,-0.9205
146,relevant,0.7525000000000001
146,relevant,-0.5485
146,relevant,-1.407
146,relevant,-0.183
146,relevant,-1.3665
146,relevant,-0.6235
146,relevant,-0.1465
146,relevant,0.3975
146,relevant,0.357
146,relevant,0.736
146,relevant,-0.1215
146,relevant,0.012
146,relevant,-0.5025000000000001
146,relevant,-1.243
146,relevant,-0.581
146,relevant,0.169
146,relevant,1.579
146,relevant,0.013000000000000001
146,relevant,0.792
146,relevant,-2.7285
146,relevant,0.5315
146,relevant,0.8605
146,relevant,0.5720000000000001
146,relevant,-2.4745
146,relevant,-2.1915
146,relevant,1.4805
146,relevant,-0.487
146,relevant,-3.1470000000000002
146,relevant,-0.5425
146,relevant,-2.709
146,relevant,3.052
146,relevant,3.293
146,relevant,-1.487
146,relevant,-0.1075
146,relevant,-1.0110000000000001
146,relevant,-2.0595
146,relevant,-2.0225
146,relevant,-1.7165000000000001
146,relevant,-0.0005
146,relevant,1.0175
146,relevant,0.091
146,relevant,1.116
146,relevant,0.7225
146,relevant,1.0225
146,relevant,1.3235000000000001
146,relevant,-2.7085
146,relevant,0.9345
146,relevant,-2.416
146,relevant,1.0885
146,relevant,0.8285
146,relevant,-2.3945
146,relevant,-2.1525
146,relevant,0.6960000000000001
146,relevant,0.8385
146,relevant,-2.2605
146,relevant,0.40650000000000003
146,relevant,0.9935
146,relevant,0.9470000000000001
146,relevant,1.712
146,relevant,0.7405
146,relevant,1.6565
146,relevant,-3.247
146,relevant,1.6975
146,relevant,-3.148
146,relevant,0.0
146,relevant,-1.117
146,relevant,-1.6985000000000001
146,relevant,-1.0095
146,relevant,1.2175
146,relevant,1.5635000000000001
146,relevant,0.0
146,relevant,-0.9155
146,relevant,0.9955
146,relevant,-1.8755
146,relevant,1.147
146,relevant,-2.0665
146,relevant,0.0245
146,relevant,-2.028
146,relevant,1.487
146,relevant,1.883
146,relevant,-2.174
146,relevant,1.9775
146,relevant,0.266
146,relevant,0.873
146,relevant,1.168
146,relevant,-0.678
146,relevant,-1.7475
146,relevant,0.5815
146,relevant,-0.4175
146,relevant,0.6425
146,relevant,0.798
146,relevant,0.834
146,relevant,1.1505
146,relevant,1.6235
146,relevant,1.818
146,relevant,2.8265000000000002
146,relevant,2.622
146,relevant,-6.2175
146,relevant,2.5235
146,relevant,2.0395
146,relevant,3.374
146,relevant,-0.183
146,relevant,-0.916
146,relevant,-0.55
146,relevant,2.032
146,relevant,-0.685
146,relevant,2.8245
146,relevant,-2.632
146,relevant,2.781
146,relevant,-1.813
146,relevant,-2.5215
146,relevant,4.055
146,relevant,-2.6575
146,relevant,-0.4215
146,relevant,0.0885
146,relevant,1.1345
146,relevant,1.4445000000000001
146,relevant,-1.6400000000000001
146,relevant,-0.509
146,relevant,1.7115
146,relevant,-2.3155
146,relevant,-0.9825
146,relevant,3.1590000000000003
146,relevant,-2.4205
146,relevant,-0.0985
146,relevant,-0.47650000000000003
146,relevant,1.087
146,relevant,-0.2605
146,relevant,1.1835
146,relevant,-0.533
146,relevant,-1.9045
146,relevant,-0.2285
146,relevant,-1.9505000000000001
146,relevant,0.4535
146,relevant,-1.9785000000000001
146,relevant,0.7405
146,relevant,0.3995
146,relevant,-2.3645
146,relevant,0.792
146,relevant,-1.868
146,relevant,-0.6155
146,relevant,-1.567
146,relevant,1.3645
146,relevant,-1.4145
146,relevant,1.8745
146,relevant,-0.9735
146,relevant,1.9645000000000001
146,relevant,-1.5745
146,relevant,2.1865
146,relevant,-1.7455
146,relevant,-1.76
146,relevant,-1.0325
146,relevant,-1.4235
146,relevant,1.2565
146,relevant,2.4255
146,relevant,2.7015000000000002
146,relevant,3.2195
146,relevant,-1.747
146,relevant,-1.297
146,relevant,-2.197
146,relevant,2.4525
146,relevant,2.6835
146,relevant,-1.8845
146,relevant,2.584
146,relevant,3.037
146,relevant,-1.9955
146,relevant,-1.4765
146,relevant,-1.8095
146,relevant,-1.2685
146,relevant,-1.9595
146,relevant,-1.035
146,relevant,-1.248
146,relevant,-0.8625
146,relevant,1.6975
146,relevant,-1.1905000000000001
146,relevant,-0.8395
146,relevant,-1.2745
146,relevant,-0.4685
146,relevant,-0.8045
146,relevant,-0.4595
146,relevant,-0.9145
146,relevant,0.8605
146,relevant,-0.982
146,relevant,-0.6990000000000001
146,relevant,-2.7385
146,relevant,5.1495
146,relevant,-2.245
146,relevant,5.16
146,relevant,-3.564
146,relevant,4.8425
146,relevant,-2.4755000000000003
146,relevant,-3.4095
146,relevant,5.3325000000000005
146,relevant,-3.077
146,relevant,-3.673
146,relevant,-1.926
146,relevant,4.777
146,relevant,-2.735
146,relevant,-2.694
146,relevant,7.014
146,relevant,7.172
146,relevant,-2.426
146,relevant,7.2975
146,relevant,-1.8965
146,relevant,-1.3535
146,relevant,5.867
146,relevant,0.8775000000000001
146,relevant,6.085
146,relevant,0.809
146,relevant,6.855
146,relevant,9.52
146,relevant,11.922
146,relevant,-1.7155
146,relevant,12.1045
146,relevant,-1.5685
146,relevant,11.742
146,relevant,-1.091
146,relevant,12.2955
146,relevant,-2.1055
146,relevant,14.2865
146,relevant,-1.356
146,relevant,14.3855
146,relevant,-13.597
146,relevant,-13.388
146,relevant,14.5955
146,relevant,15.1515
146,relevant,-13.872
146,relevant,-13.548
146,relevant,-2.47
146,relevant,15.0645
146,relevant,-1.4705000000000001
146,relevant,15.307500000000001
146,relevant,-1.2705
146,relevant,15.259
146,relevant,-1.25
146,relevant,15.482000000000001
146,relevant,-1.1340000000000001
146,relevant,15.637500000000001
146,relevant,-1.049
146,relevant,15.46
146,relevant,-0.34800000000000003
146,relevant,15.4665
146,relevant,-0.055
146,relevant,15.6605
146,relevant,0.1235
146,relevant,15.743
146,relevant,16.172
146,relevant,2.6470000000000002
146,relevant,-1.5095
146,relevant,2.872
146,relevant,-1.6300000000000001
146,relevant,3.2885
146,relevant,-1.0190000000000001
146,relevant,3.589
146,relevant,-0.9410000000000001
146,relevant,-0.744
146,relevant,3.726
146,relevant,-1.056
146,relevant,-0.741
146,relevant,4.5575
146,relevant,-0.9415
146,relevant,-0.6225
146,relevant,-5.1295
146,relevant,0.2435
146,relevant,0.5875
146,relevant,0.8485
146,relevant,-5.471
146,relevant,1.127
146,relevant,2.7785
146,relevant,3.5725000000000002
146,relevant,3.9405
146,relevant,4.1335
146,relevant,4.3655
146,relevant,1.118
146,relevant,5.1465000000000005
146,relevant,1.262
146,relevant,1.592
146,relevant,4.6225000000000005
146,relevant,2.665
146,relevant,-8.118
146,relevant,3.4385
146,relevant,3.8475
146,relevant,4.0975
146,relevant,3.902
146,relevant,4.3145
146,relevant,-0.468
146,relevant,-0.6005
146,relevant,-0.3615
146,relevant,-0.431
146,relevant,0.308
146,relevant,-0.5345
146,relevant,0.7285
146,relevant,-0.799
146,relevant,-1.307
146,relevant,-0.157
146,relevant,0.11
146,relevant,-1.301
146,relevant,0.8280000000000001
146,relevant,0.0
146,relevant,-0.8905000000000001
146,relevant,1.3505
146,relevant,-0.4905
146,relevant,-2.4265
146,relevant,1.0845
146,relevant,2.4545
146,relevant,-2.2735
146,relevant,-1.139
146,relevant,-2.1255
146,relevant,-1.7405
146,relevant,0.1365
146,relevant,-1.674
146,relevant,-1.476
146,relevant,1.083
146,relevant,-1.225
146,relevant,-0.894
146,relevant,0.8015
146,relevant,-0.326
146,relevant,0.911
146,relevant,1.297
146,relevant,-0.277
146,relevant,1.328
146,relevant,-0.127
146,relevant,1.4245
146,relevant,-0.0785
146,relevant,0.8225
146,relevant,1.782
146,relevant,-3.3075
146,relevant,0.9450000000000001
146,relevant,1.526
146,relevant,0.994
146,relevant,-3.0715
146,relevant,1.5265
146,relevant,0.0
146,relevant,-0.3385
146,relevant,0.592
146,relevant,0.777
146,relevant,-0.3925
146,relevant,0.9345
146,relevant,-1.0335
146,relevant,1.3315000000000001
146,relevant,1.5645
146,relevant,2.2705
146,relevant,-1.4595
146,relevant,-1.2615
146,relevant,-0.9945
146,relevant,-1.891
146,relevant,-0.9390000000000001
146,relevant,-0.68
146,relevant,-0.42
146,relevant,2.0195
146,relevant,-2.238
146,relevant,-0.594
146,relevant,-1.844
146,relevant,-0.6575
146,relevant,-0.34950000000000003
146,relevant,-1.6025
146,relevant,0.154
146,relevant,0.768
146,relevant,0.772
146,relevant,1.237
146,relevant,1.485
146,relevant,-2.152
146,relevant,0.0455
146,relevant,0.3195
146,relevant,-1.818
146,relevant,-0.254
146,relevant,0.1875
146,relevant,0.4195
146,relevant,-0.10300000000000001
146,relevant,-1.2435
146,relevant,0.593
146,relevant,0.969
146,relevant,1.225
146,relevant,1.391
146,relevant,1.61
146,relevant,1.758
146,relevant,2.787
146,relevant,3.176
146,relevant,3.6310000000000002
146,relevant,4.13
146,relevant,-1.3905
146,relevant,-3.1325000000000003
146,relevant,4.1065000000000005
146,relevant,-1.424
146,relevant,3.9435000000000002
146,relevant,4.2585
146,relevant,-0.898
146,relevant,4.4775
146,relevant,-3.8835
146,relevant,4.4985
146,relevant,-1.5475
146,relevant,5.365
146,relevant,5.659
146,relevant,-1.349
146,relevant,-0.839
146,relevant,-0.646
146,relevant,-0.59
146,relevant,-0.487
146,relevant,-0.197
146,relevant,0.291
146,relevant,0.559
146,relevant,0.731
146,relevant,1.358
146,relevant,1.448
146,relevant,1.797
146,relevant,3.9250000000000003
146,relevant,2.364
146,relevant,3.973
146,relevant,4.18
146,relevant,2.536
146,relevant,2.882
146,relevant,-1.1385
146,relevant,1.9005
146,relevant,2.4315
146,relevant,-1.0735000000000001
146,relevant,2.7875
146,relevant,-0.8315
146,relevant,3.7815
146,relevant,-4.032
146,relevant,3.971
146,relevant,4.245
146,relevant,-0.321
146,relevant,-4.2675
146,relevant,4.0075
146,relevant,-3.894
146,relevant,4.5575
146,relevant,5.5875
146,relevant,2.926
146,relevant,3.362
146,relevant,-2.1390000000000002
146,relevant,4.18
146,relevant,-2.247
146,relevant,-2.6465
146,relevant,-2.4035
146,relevant,4.2165
146,relevant,4.4125000000000005
146,relevant,-0.7985
146,relevant,1.5030000000000001
146,relevant,2.322
146,relevant,-2.0095
146,relevant,4.154
146,relevant,-1.8705
146,relevant,4.246
146,relevant,-1.547
146,relevant,4.171
146,relevant,-1.1320000000000001
146,relevant,-3.819
146,relevant,3.5460000000000003
146,relevant,-0.9590000000000001
146,relevant,3.494
146,relevant,-0.9415
146,relevant,-0.7155
146,relevant,-3.465
146,relevant,3.8175
146,relevant,-0.7235
146,relevant,3.761
146,relevant,-0.11900000000000001
146,relevant,-0.1495
146,relevant,0.246
146,relevant,-0.6215
146,relevant,0.907
146,relevant,-0.998
146,relevant,-1.489
146,relevant,1.961
146,relevant,-1.729
146,relevant,-1.113
146,relevant,2.799
146,relevant,-0.279
146,relevant,0.3805
146,relevant,-0.5465
146,relevant,1.452
146,relevant,-0.2945
146,relevant,0.6945
146,relevant,0.5630000000000001
146,relevant,0.892
146,relevant,2.4025
146,relevant,2.9355
146,relevant,0.0
146,relevant,-0.1805
146,relevant,-0.6375000000000001
146,relevant,0.6025
146,relevant,-0.8205
146,relevant,1.2615
146,relevant,-0.706
146,relevant,-0.316
146,relevant,1.6245
146,relevant,-1.715
146,relevant,-0.3245
146,relevant,-0.10350000000000001
146,relevant,1.3840000000000001
146,relevant,0.337
146,relevant,-1.925
148,relevant,0.0
148,relevant,0.0
148,relevant,-0.2185
148,relevant,0.362
148,relevant,-0.157
148,relevant,0.28650000000000003
148,relevant,0.0
148,relevant,0.0
148,relevant,0.316
148,relevant,-0.3365
148,relevant,-0.2155
148,relevant,0.0385
148,relevant,-0.275
148,relevant,1.06
148,relevant,-0.5690000000000001
148,relevant,0.762
148,relevant,-0.405
148,relevant,-0.099
148,relevant,0.24
148,relevant,-0.23850000000000002
148,relevant,0.3215
148,relevant,-0.0665
148,relevant,0.0
148,relevant,0.0
148,relevant,0.335
148,relevant,0.517
148,relevant,0.0
148,relevant,0.779
148,relevant,1.463
148,relevant,0.0
148,relevant,0.254
148,relevant,0.483
148,relevant,0.0
148,relevant,-0.28700000000000003
148,relevant,0.488
148,relevant,1.372
148,relevant,-0.88
148,relevant,0.0
148,relevant,-0.138
148,relevant,0.0
148,relevant,-0.096
148,relevant,0.091
148,relevant,0.0165
148,relevant,0.3235
148,relevant,0.9745
148,relevant,0.0
148,relevant,0.0
148,relevant,-0.044
148,relevant,-0.0995
148,relevant,-0.28650000000000003
148,relevant,-0.3135
148,relevant,-0.0815
148,relevant,-0.0445
148,relevant,0.5455
148,relevant,0.0
148,relevant,0.223
148,relevant,0.966
148,relevant,1.3800000000000001
148,relevant,-0.9215
148,relevant,0.215
148,relevant,-0.6275000000000001
148,relevant,0.9055
148,relevant,-0.0535
148,relevant,0.915
148,relevant,0.0
148,relevant,0.65
148,relevant,-0.449
148,relevant,0.0
148,relevant,-0.3295
148,relevant,0.0
148,relevant,-0.919
148,relevant,0.0
148,relevant,0.0
148,relevant,-0.1965
148,relevant,-0.0155
148,relevant,0.4915
148,relevant,0.171
149,relevant,0.0
149,relevant,0.665
149,relevant,-0.4345
149,relevant,0.722
149,relevant,1.745
149,relevant,-2.7525
149,relevant,4.8725000000000005
149,relevant,5.2365
149,relevant,5.5215000000000005
149,relevant,5.8095
149,relevant,10.7425
149,relevant,11.1975
149,relevant,11.8135
149,relevant,-4.981
149,relevant,-4.665
149,relevant,12.983
149,relevant,-3.8775
149,relevant,13.2035
149,relevant,14.9385
149,relevant,18.4185
149,relevant,-8.7765
149,relevant,23.124
149,relevant,-0.6900000000000001
149,relevant,1.283
149,relevant,0.0
149,relevant,-5.022
149,relevant,9.697000000000001
149,relevant,-4.4975000000000005
149,relevant,9.888
149,relevant,-5.543
149,relevant,12.509500000000001
149,relevant,-5.8085
149,relevant,-1.1985000000000001
149,relevant,2.2335000000000003
149,relevant,-1.4965
149,relevant,-0.9365
149,relevant,-1.4225
149,relevant,1.72
149,relevant,-1.246
149,relevant,2.0305
149,relevant,-0.2465
149,relevant,-0.364
149,relevant,-0.1145
149,relevant,0.0265
149,relevant,0.2205
149,relevant,1.3585
149,relevant,1.6405
149,relevant,2.4
149,relevant,2.535
149,relevant,2.886
149,relevant,4.0040000000000004
149,relevant,4.306
149,relevant,-2.577
149,relevant,-2.779
149,relevant,-0.40900000000000003
149,relevant,0.0
149,relevant,-0.1855
149,relevant,0.1375
149,relevant,-0.859
149,relevant,2.1430000000000002
149,relevant,-0.4545
149,relevant,2.291
149,relevant,-0.40650000000000003
149,relevant,2.361
149,relevant,0.1515
149,relevant,2.5555
149,relevant,0.597
149,relevant,2.8255
149,relevant,0.155
149,relevant,3.827
149,relevant,1.543
149,relevant,1.843
149,relevant,-6.2090000000000005
149,relevant,2.517
149,relevant,-6.3035000000000005
149,relevant,2.8525
149,relevant,2.192
149,relevant,2.545
149,relevant,3.38
149,relevant,3.1775
149,relevant,3.4265
149,relevant,3.7225
149,relevant,3.5300000000000002
149,relevant,4.0415
149,relevant,2.9055
149,relevant,5.6185
149,relevant,7.9115
149,relevant,-10.2455
149,relevant,7.581
149,relevant,-9.2525
149,relevant,7.797000000000001
149,relevant,-9.1715
149,relevant,-2.051
149,relevant,3.9555000000000002
149,relevant,-2.4255
149,relevant,4.8175
149,relevant,-1.6115
149,relevant,4.2235000000000005
149,relevant,-0.20450000000000002
149,relevant,4.6365
149,relevant,0.10200000000000001
149,relevant,-5.267
149,relevant,4.303
149,relevant,0.426
149,relevant,0.6990000000000001
149,relevant,0.936
149,relevant,1.1320000000000001
149,relevant,-5.3835
149,relevant,3.868
149,relevant,0.9135
149,relevant,4.1745
149,relevant,0.42
149,relevant,5.5665000000000004
149,relevant,0.8130000000000001
149,relevant,5.484
149,relevant,-0.28200000000000003
149,relevant,-0.07100000000000001
149,relevant,9.305
149,relevant,-0.14300000000000002
149,relevant,10.153
149,relevant,-0.1
149,relevant,-10.5675
149,relevant,10.144
149,relevant,10.669
149,relevant,11.27
149,relevant,-0.5375
149,relevant,1.159
149,relevant,1.7870000000000001
149,relevant,0.314
149,relevant,-0.523
149,relevant,0.718
149,relevant,2.953
149,relevant,0.0
149,relevant,0.764
149,relevant,-0.639
149,relevant,0.591
149,relevant,-1.3975
149,relevant,4.227
149,relevant,-0.9465
149,relevant,5.663
149,relevant,6.516
149,relevant,-1.1380000000000001
149,relevant,6.5995
149,relevant,6.9645
149,relevant,-1.6815
149,relevant,8.086
149,relevant,8.628
149,relevant,-1.7685
149,relevant,-1.3135000000000001
149,relevant,0.0
149,relevant,0.458
149,relevant,0.28300000000000003
149,relevant,0.659
149,relevant,0.901
149,relevant,-1.365
149,relevant,-1.564
149,relevant,-1.361
149,relevant,1.27
149,relevant,-0.588
149,relevant,-0.3695
149,relevant,0.5760000000000001
149,relevant,-0.2275
149,relevant,-0.9580000000000001
149,relevant,0.1385
149,relevant,-0.027
149,relevant,1.2535
149,relevant,0.0165
149,relevant,0.561
149,relevant,1.9645000000000001
149,relevant,-4.303
149,relevant,4.6945
149,relevant,-3.8905000000000003
149,relevant,4.603
149,relevant,-1.3915
149,relevant,4.74
149,relevant,-3.6455
149,relevant,4.424
149,relevant,1.294
149,relevant,1.851
149,relevant,1.986
149,relevant,2.259
149,relevant,2.344
149,relevant,0.0
149,relevant,-0.4035
149,relevant,-3.718
149,relevant,7.1715
149,relevant,-3.817
149,relevant,8.024000000000001
149,relevant,-7.0655
149,relevant,11.889000000000001
149,relevant,0.0
149,relevant,-0.4565
149,relevant,0.7205
149,relevant,0.9975
149,relevant,1.5235
149,relevant,-0.1675
149,relevant,1.5745
149,relevant,-0.17350000000000002
149,relevant,-0.5740000000000001
149,relevant,0.63
149,relevant,2.099
149,relevant,2.496
149,relevant,3.181
149,relevant,3.27
149,relevant,3.767
149,relevant,-2.541
149,relevant,4.9885
149,relevant,-3.1325000000000003
149,relevant,6.2940000000000005
149,relevant,2.013
149,relevant,-2.29
149,relevant,4.205
149,relevant,4.577
149,relevant,5.405
149,relevant,-2.2695
149,relevant,-3.5925000000000002
149,relevant,5.307
149,relevant,-3.337
149,relevant,5.292
149,relevant,-3.1950000000000003
149,relevant,5.1925
149,relevant,5.7005
149,relevant,-3.25
149,relevant,6.0200000000000005
149,relevant,-3.0695
149,relevant,-2.1455
149,relevant,-1.9375
149,relevant,-1.6585
149,relevant,-1.2845
149,relevant,-0.6165
149,relevant,5.0865
149,relevant,5.6135
149,relevant,6.0875
149,relevant,-5.157
149,relevant,6.1000000000000005
149,relevant,6.515000000000001
149,relevant,-1.8145
149,relevant,-1.4355
149,relevant,5.4165
149,relevant,1.4275
149,relevant,5.884
149,relevant,7.332
149,relevant,7.772
149,relevant,0.145
149,relevant,-0.35050000000000003
149,relevant,0.331
149,relevant,0.1045
149,relevant,0.6900000000000001
149,relevant,1.025
149,relevant,-1.6145
149,relevant,-0.135
149,relevant,-1.2
149,relevant,-0.243
149,relevant,-0.6225
149,relevant,0.0
149,relevant,-0.521
149,relevant,0.76
149,relevant,-0.1665
149,relevant,0.9945
149,relevant,1.3915
149,relevant,0.0
149,relevant,-0.1375
149,relevant,-0.059500000000000004
149,relevant,-0.624
149,relevant,1.133
149,relevant,-1.557
149,relevant,2.854
149,relevant,-1.4105
149,relevant,2.949
149,relevant,-1.2875
149,relevant,2.8955
149,relevant,0.0
149,relevant,1.031
149,relevant,1.941
149,relevant,0.0
149,relevant,2.125
149,relevant,-2.0315
149,relevant,4.0525
149,relevant,4.3375
149,relevant,-0.3105
149,relevant,0.2925
149,relevant,-0.0995
149,relevant,-1.2255
149,relevant,1.0285
149,relevant,-1.7125000000000001
149,relevant,1.965
149,relevant,-1.7870000000000001
149,relevant,2.212
149,relevant,-2.1835
149,relevant,4.156
149,relevant,-2.9735
149,relevant,4.5055000000000005
149,relevant,-2.2185
149,relevant,-3.1195
149,relevant,5.0955
149,relevant,-0.1675
149,relevant,0.3405
149,relevant,-0.10300000000000001
149,relevant,-0.863
149,relevant,0.263
149,relevant,-0.2705
149,relevant,0.3545
149,relevant,1.7750000000000001
149,relevant,0.271
149,relevant,1.9525000000000001
149,relevant,0.3575
149,relevant,-0.3275
149,relevant,0.0445
149,relevant,-0.7515000000000001
149,relevant,-0.9545
149,relevant,1.8515000000000001
149,relevant,-1.062
149,relevant,-0.326
149,relevant,1.7265000000000001
149,relevant,-0.049
149,relevant,1.68
149,relevant,2.299
149,relevant,2.805
149,relevant,3.094
149,relevant,3.361
149,relevant,-1.4085
149,relevant,-1.1345
149,relevant,5.307
149,relevant,-1.0685
149,relevant,5.5335
149,relevant,-0.6625
149,relevant,5.62
149,relevant,0.0
149,relevant,0.6880000000000001
149,relevant,0.0
149,relevant,-0.28750000000000003
149,relevant,-0.5225
149,relevant,0.0305
149,relevant,0.0
149,relevant,0.018000000000000002
149,relevant,0.177
149,relevant,0.42
149,relevant,0.911
149,relevant,0.0
149,relevant,-0.177
149,relevant,0.229
149,relevant,-0.7635000000000001
149,relevant,1.6965000000000001
149,relevant,-0.607
