subject,game,image,true_value,recalled_value
141,3,Object_Land_Solid_Large,-1.0,-1.0
141,3,Animal_Sea_Solid_Large,-1.0,-1.0
141,3,Animal_Sea_Pattern_Large,9.0,9.0
141,3,Object_Land_Solid_Small,7.0,7.0
141,3,Object_Land_Pattern_Small,6.0,6.0
141,4,Object_Sea_Solid_Small,4.0,4.0
141,4,Animal_Land_Pattern_Large,6.0,6.0
141,4,Animal_Land_Solid_Small,1.0,1.0
141,4,Object_Sea_Pattern_Large,3.0,3.0
141,4,Object_Sea_Solid_Large,-6.0,-6.0
141,4,Animal_Land_Pattern_Small,-8.0,-8.0
141,5,Animal_Sea_Solid_Small,-6.0,-6.0
141,5,Object_Land_Solid_Small,-6.0,-6.0
141,5,Animal_Sea_Pattern_Large,-1.0,-1.0
141,5,Animal_Land_Solid_Large,9.0,9.0
141,5,Object_Sea_Pattern_Small,8.0,8.0
141,5,Object_Land_Pattern_Large,-6.0,2.0
141,6,Animal_Sea_Solid_Large,8.0,8.0
141,6,Object_Land_Solid_Large,-8.0,-8.0
141,6,Animal_Sea_Pattern_Small,-1.0,-1.0
141,6,Object_Land_Solid_Small,-3.0,-3.0
141,6,Object_Land_Pattern_Small,8.0,8.0
141,6,Animal_Sea_Pattern_Large,-3.0,-3.0
141,7,Object_Sea_Solid_Small,2.0,2.0
141,7,Object_Sea_Solid_Large,-6.0,-3.0
141,7,Animal_Land_Solid_Small,1.0,1.0
141,7,Object_Sea_Pattern_Large,1.0,1.0
141,7,Animal_Land_Pattern_Large,6.0,6.0
141,7,Animal_Land_Pattern_Small,-9.0,-9.0
142,1,Object_Land_Pattern_Small,-3.0,-3.0
142,1,Animal_Sea_Solid_Large,-9.0,-3.0
142,1,Object_Sea_Pattern_Large,1.0,-2.0
142,1,Animal_Sea_Pattern_Large,3.0,-6.0
142,1,Animal_Land_Solid_Small,9.0,9.0
142,1,Object_Land_Solid_Small,-4.0,1.0
142,2,Object_Sea_Pattern_Small,7.0,7.0
142,2,Animal_Land_Pattern_Small,-2.0,-4.0
142,2,Object_Sea_Solid_Large,7.0,7.0
142,2,Animal_Land_Solid_Large,9.0,9.0
142,2,Object_Sea_Solid_Small,-7.0,-3.0
142,2,Animal_Land_Pattern_Large,-3.0,-6.0
142,3,Object_Sea_Pattern_Large,-5.0,-5.0
142,3,Animal_Land_Solid_Small,-5.0,-5.0
142,3,Object_Land_Pattern_Large,-5.0,-5.0
142,3,Object_Land_Solid_Large,7.0,7.0
142,3,Animal_Sea_Pattern_Small,1.0,2.0
142,3,Animal_Sea_Solid_Small,2.0,3.0
142,4,Animal_Sea_Pattern_Large,-8.0,-5.0
142,4,Object_Land_Solid_Small,-5.0,-3.0
142,4,Object_Sea_Pattern_Large,8.0,8.0
142,4,Animal_Sea_Solid_Large,1.0,-3.0
142,4,Object_Land_Pattern_Small,-2.0,-1.0
142,4,Animal_Land_Solid_Small,6.0,6.0
142,5,Object_Sea_Pattern_Small,5.0,3.0
142,5,Object_Sea_Solid_Large,-1.0,-2.0
142,5,Object_Sea_Solid_Small,-5.0,-5.0
142,5,Animal_Land_Pattern_Small,-3.0,-3.0
142,5,Animal_Land_Pattern_Large,-3.0,-5.0
142,5,Animal_Land_Solid_Large,7.0,7.0
142,6,Animal_Land_Solid_Small,-9.0,5.0
142,6,Object_Sea_Pattern_Large,-5.0,-9.0
142,6,Animal_Sea_Solid_Small,2.0,2.0
142,6,Object_Land_Pattern_Large,1.0,
142,6,Object_Land_Solid_Large,3.0,-9.0
142,6,Animal_Sea_Pattern_Small,2.0,3.0
142,7,Object_Sea_Solid_Small,-1.0,-5.0
142,7,Animal_Land_Pattern_Large,2.0,-3.0
142,7,Object_Sea_Solid_Large,-5.0,-1.0
142,7,Animal_Land_Pattern_Small,-9.0,-9.0
142,7,Object_Sea_Pattern_Small,9.0,9.0
142,7,Animal_Land_Solid_Large,9.0,9.0
144,1,Object_Land_Pattern_Small,9.0,-9.0
144,1,Animal_Sea_Pattern_Small,-6.0,-6.0
144,1,Object_Sea_Solid_Large,2.0,2.0
144,1,Object_Land_Pattern_Large,-2.0,-2.0
144,1,Animal_Land_Solid_Small,-9.0,-6.0
144,1,Animal_Sea_Solid_Large,2.0,9.0
144,2,Animal_Sea_Pattern_Small,7.0,6.0
144,2,Object_Land_Solid_Small,-2.0,-2.0
144,2,Object_Sea_Pattern_Large,9.0,7.0
144,2,Object_Sea_Solid_Small,-4.0,-6.0
144,2,Animal_Land_Solid_Large,9.0,6.0
144,2,Animal_Land_Pattern_Large,-9.0,-9.0
144,3,Animal_Land_Pattern_Small,-6.0,-6.0
144,3,Object_Land_Solid_Large,1.0,2.0
144,3,Animal_Sea_Solid_Small,9.0,5.0
144,3,Animal_Sea_Pattern_Large,-5.0,-2.0
144,3,Object_Land_Pattern_Large,2.0,-5.0
144,3,Object_Sea_Solid_Small,-9.0,-6.0
144,4,Object_Land_Pattern_Small,-2.0,-2.0
144,4,Animal_Land_Solid_Small,8.0,5.0
144,4,Object_Sea_Pattern_Large,8.0,7.0
144,4,Object_Sea_Solid_Large,8.0,-7.0
144,4,Animal_Sea_Solid_Large,-9.0,2.0
144,4,Animal_Land_Pattern_Small,-1.0,6.0
144,5,Object_Sea_Solid_Small,-8.0,8.0
144,5,Object_Sea_Pattern_Large,1.0,7.0
144,5,Animal_Sea_Pattern_Small,1.0,8.0
144,5,Animal_Land_Solid_Large,3.0,2.0
144,5,Animal_Land_Pattern_Large,-8.0,-7.0
144,5,Object_Land_Solid_Small,8.0,-5.0
144,6,Animal_Sea_Solid_Small,7.0,-1.0
144,6,Object_Land_Solid_Large,-2.0,-2.0
144,6,Object_Sea_Pattern_Small,-2.0,2.0
144,6,Animal_Land_Solid_Small,-4.0,7.0
144,6,Animal_Sea_Pattern_Large,-1.0,8.0
144,6,Object_Land_Pattern_Large,9.0,7.0
144,7,Object_Sea_Pattern_Large,2.0,6.0
144,7,Animal_Land_Solid_Small,-4.0,4.0
144,7,Animal_Land_Pattern_Small,6.0,-2.0
144,7,Object_Sea_Solid_Large,2.0,7.0
144,7,Object_Land_Pattern_Small,-6.0,-6.0
144,7,Animal_Sea_Solid_Large,-6.0,-6.0
146,1,Object_Sea_Pattern_Large,7.0,-7.0
146,1,Object_Land_Pattern_Large,-2.0,2.0
146,1,Animal_Land_Solid_Small,2.0,1.0
146,1,Animal_Sea_Solid_Small,2.0,-1.0
146,1,Object_Sea_Solid_Small,-6.0,-9.0
146,1,Animal_Land_Pattern_Large,-2.0,1.0
146,2,Animal_Sea_Pattern_Small,-3.0,-1.0
146,2,Animal_Sea_Pattern_Large,1.0,1.0
146,2,Animal_Land_Solid_Large,3.0,3.0
146,2,Object_Land_Solid_Small,1.0,1.0
146,2,Object_Sea_Solid_Large,-8.0,-9.0
146,2,Object_Land_Pattern_Small,-3.0,-3.0
146,3,Object_Land_Solid_Large,2.0,2.0
146,3,Object_Sea_Pattern_Small,6.0,6.0
146,3,Animal_Sea_Solid_Small,-9.0,-9.0
146,3,Animal_Land_Pattern_Small,6.0,6.0
146,3,Object_Land_Pattern_Large,-9.0,-9.0
146,3,Animal_Sea_Solid_Large,8.0,6.0
146,4,Animal_Land_Pattern_Large,8.0,8.0
146,4,Object_Sea_Solid_Small,5.0,5.0
146,4,Animal_Land_Solid_Small,-1.0,-1.0
146,4,Object_Sea_Pattern_Large,-1.0,-1.0
146,4,Animal_Sea_Solid_Small,-5.0,-5.0
146,4,Object_Land_Pattern_Large,-1.0,-1.0
146,5,Object_Sea_Solid_Large,-6.0,-6.0
146,5,Animal_Sea_Pattern_Large,6.0,6.0
146,5,Object_Land_Solid_Small,6.0,6.0
146,5,Animal_Sea_Pattern_Small,-3.0,-3.0
146,5,Animal_Land_Solid_Large,-1.0,-1.0
146,5,Object_Land_Pattern_Small,-1.0,-1.0
146,6,Object_Land_Solid_Large,3.0,3.0
146,6,Animal_Land_Pattern_Small,3.0,3.0
146,6,Animal_Sea_Solid_Large,3.0,3.0
146,6,Object_Land_Pattern_Large,-8.0,-8.0
146,6,Object_Sea_Pattern_Small,1.0,1.0
146,6,Animal_Sea_Solid_Small,-9.0,-9.0
146,7,Object_Land_Pattern_Small,5.0,5.0
146,7,Animal_Sea_Pattern_Large,-1.0,-1.0
146,7,Animal_Sea_Pattern_Small,-1.0,-1.0
146,7,Animal_Land_Solid_Large,3.0,3.0
146,7,Object_Sea_Solid_Large,6.0,6.0
146,7,Object_Land_Solid_Small,-7.0,-7.0
148,1,Animal_Land_Solid_Large,2.0,8.0
148,1,Animal_Land_Pattern_Large,5.0,5.0
148,1,Object_Land_Solid_Small,-8.0,-8.0
148,1,Object_Sea_Pattern_Large,-1.0,-1.0
148,1,Object_Sea_Solid_Small,8.0,8.0
148,1,Animal_Sea_Pattern_Small,-5.0,-2.0
148,2,Object_Sea_Solid_Small,7.0,8.0
148,2,Animal_Land_Pattern_Large,1.0,1.0
148,2,Object_Sea_Solid_Large,-2.0,-7.0
148,2,Animal_Sea_Pattern_Small,-9.0,-7.0
148,2,Object_Land_Solid_Large,-4.0,-4.0
148,2,Animal_Land_Pattern_Small,4.0,4.0
148,3,Animal_Sea_Pattern_Large,-8.0,-8.0
148,3,Animal_Sea_Solid_Large,6.0,6.0
148,3,Object_Land_Pattern_Large,8.0,8.0
148,3,Object_Land_Solid_Small,-1.0,-1.0
148,3,Animal_Sea_Solid_Small,5.0,5.0
148,3,Object_Land_Pattern_Small,-1.0,-1.0
148,4,Animal_Land_Pattern_Large,9.0,9.0
148,4,Object_Sea_Solid_Small,1.0,1.0
148,4,Animal_Sea_Pattern_Small,-6.0,-6.0
148,4,Object_Land_Solid_Small,2.0,2.0
148,4,Animal_Land_Solid_Large,-6.0,-6.0
148,4,Object_Sea_Pattern_Large,-6.0,-6.0
148,5,Object_Sea_Solid_Large,-3.0,-6.0
148,5,Animal_Land_Pattern_Large,9.0,9.0
148,5,Object_Land_Solid_Large,-7.0,-7.0
148,5,Animal_Land_Pattern_Small,-1.0,-4.0
148,5,Animal_Sea_Pattern_Small,-6.0,-6.0
148,5,Object_Sea_Solid_Small,8.0,6.0
148,6,Object_Land_Pattern_Large,1.0,1.0
148,6,Animal_Sea_Pattern_Large,-8.0,-9.0
148,6,Object_Land_Pattern_Small,1.0,1.0
148,6,Object_Land_Solid_Small,-5.0,-2.0
148,6,Animal_Sea_Solid_Large,1.0,1.0
148,6,Animal_Sea_Solid_Small,2.0,2.0
148,7,Animal_Sea_Solid_Large,7.0,4.0
148,7,Object_Sea_Solid_Large,-7.0,-7.0
148,7,Object_Land_Pattern_Large,6.0,6.0
148,7,Object_Sea_Pattern_Small,6.0,6.0
148,7,Animal_Land_Pattern_Small,-3.0,-3.0
148,7,Animal_Land_Solid_Small,-2.0,-2.0
149,1,Object_Sea_Pattern_Large,-2.0,2.0
149,1,Animal_Land_Solid_Small,2.0,2.0
149,1,Animal_Sea_Solid_Large,-3.0,-6.0
149,1,Object_Sea_Pattern_Small,2.0,2.0
149,1,Animal_Land_Solid_Large,8.0,8.0
149,1,Object_Land_Pattern_Small,-2.0,-2.0
149,2,Object_Sea_Solid_Small,9.0,9.0
149,2,Object_Land_Solid_Large,-9.0,-9.0
149,2,Animal_Sea_Pattern_Small,-7.0,-2.0
149,2,Animal_Land_Pattern_Large,1.0,2.0
149,2,Animal_Sea_Solid_Small,-9.0,-7.0
149,2,Object_Land_Pattern_Large,2.0,2.0
149,3,Animal_Land_Pattern_Small,-2.0,-2.0
149,3,Animal_Land_Solid_Small,7.0,5.0
149,3,Object_Sea_Pattern_Large,3.0,7.0
149,3,Object_Sea_Solid_Large,3.0,3.0
149,3,Object_Land_Solid_Small,-4.0,-2.0
149,3,Animal_Sea_Pattern_Large,-4.0,-2.0
149,4,Animal_Land_Solid_Large,-7.0,-7.0
149,4,Animal_Sea_Solid_Large,5.0,7.0
149,4,Object_Sea_Pattern_Large,6.0,3.0
149,4,Animal_Land_Solid_Small,1.0,3.0
149,4,Object_Land_Pattern_Small,5.0,2.0
149,4,Object_Sea_Pattern_Small,-8.0,-4.0
149,5,Object_Land_Pattern_Large,9.0,9.0
149,5,Animal_Sea_Pattern_Small,-4.0,-4.0
149,5,Object_Land_Solid_Large,-6.0,-7.0
149,5,Object_Sea_Solid_Small,-2.0,-2.0
149,5,Animal_Land_Pattern_Large,-7.0,7.0
149,5,Animal_Sea_Solid_Small,9.0,-7.0
149,6,Animal_Land_Solid_Small,2.0,3.0
149,6,Object_Sea_Solid_Large,3.0,3.0
149,6,Animal_Land_Pattern_Small,1.0,2.0
149,6,Object_Land_Solid_Small,-9.0,-9.0
149,6,Animal_Sea_Pattern_Large,-9.0,-9.0
149,6,Object_Sea_Pattern_Large,7.0,5.0
149,7,Object_Sea_Pattern_Small,6.0,-7.0
149,7,Animal_Sea_Pattern_Small,-1.0,2.0
149,7,Object_Land_Pattern_Large,-1.0,2.0
149,7,Animal_Sea_Solid_Small,-3.0,3.0
149,7,Object_Land_Solid_Large,-4.0,6.0
149,7,Animal_Land_Solid_Large,9.0,9.0
150,1,Animal_Land_Pattern_Small,3.0,3.0
150,1,Animal_Sea_Solid_Large,-2.0,-2.0
150,1,Object_Land_Pattern_Small,-9.0,-9.0
150,1,Animal_Land_Pattern_Large,4.0,4.0
150,1,Object_Sea_Solid_Large,-3.0,-3.0
150,1,Object_Sea_Solid_Small,7.0,7.0
150,2,Object_Land_Solid_Large,6.0,6.0
150,2,Animal_Sea_Pattern_Small,8.0,8.0
150,2,Object_Sea_Pattern_Large,-4.0,-4.0
150,2,Object_Sea_Pattern_Small,-1.0,-1.0
150,2,Animal_Land_Solid_Large,5.0,5.0
150,2,Animal_Land_Solid_Small,-8.0,-8.0
150,3,Object_Land_Solid_Large,5.0,5.0
150,3,Animal_Sea_Pattern_Small,9.0,9.0
150,3,Object_Land_Solid_Small,-9.0,-9.0
150,3,Object_Land_Pattern_Large,1.0,1.0
150,3,Animal_Sea_Pattern_Large,-9.0,-9.0
150,3,Animal_Sea_Solid_Small,-2.0,-2.0
150,4,Object_Sea_Solid_Large,-6.0,-6.0
150,4,Object_Sea_Solid_Small,-1.0,-1.0
150,4,Animal_Sea_Solid_Large,8.0,8.0
150,4,Object_Land_Pattern_Small,9.0,9.0
150,4,Animal_Land_Pattern_Small,-9.0,-9.0
150,4,Animal_Land_Pattern_Large,5.0,5.0
150,5,Object_Sea_Pattern_Small,-5.0,-5.0
150,5,Object_Sea_Pattern_Large,5.0,5.0
150,5,Animal_Sea_Pattern_Small,-1.0,-1.0
150,5,Animal_Land_Solid_Large,-9.0,-9.0
150,5,Object_Land_Solid_Large,3.0,3.0
150,5,Animal_Land_Solid_Small,4.0,4.0
150,6,Animal_Sea_Pattern_Small,-8.0,-8.0
150,6,Animal_Sea_Solid_Small,1.0,1.0
150,6,Object_Land_Solid_Small,5.0,5.0
150,6,Object_Land_Pattern_Large,1.0,1.0
150,6,Animal_Sea_Pattern_Large,5.0,-5.0
150,6,Object_Land_Solid_Large,-5.0,-5.0
150,7,Object_Sea_Solid_Small,-1.0,-1.0
150,7,Animal_Land_Pattern_Small,-3.0,-3.0
150,7,Animal_Sea_Solid_Large,8.0,8.0
150,7,Animal_Land_Pattern_Large,-3.0,-3.0
150,7,Object_Sea_Solid_Large,-2.0,-2.0
150,7,Object_Land_Pattern_Small,7.0,7.0
