subject,choice_bin,recalled_offer_value,game,rt,recalled_total_count,recalled_offer_count
111,0,6.0,2,3.117442833376117,5,2
111,1,-8.0,2,0.0985127915628254,5,3
111,0,-3.0,2,1.7771213749656454,5,3
111,0,-3.0,2,2.76615162496455,5,3
111,1,1.0,3,3.862172416760586,5,2
111,1,2.0,3,1.7486616666428745,5,2
111,1,-6.0,3,5.701709791785106,5,3
111,1,-6.0,3,2.513077416573651,5,3
111,0,2.0,3,0.5010444583604112,5,2
111,0,-5.0,3,3.2506585418013856,5,3
111,1,1.0,3,6.150202708435245,5,2
111,1,-5.0,3,7.604773791623302,5,3
111,0,-9.0,4,4.109938166569918,5,3
111,1,4.0,4,3.5259957916568965,5,2
111,1,-9.0,4,0.7063707916531712,5,3
111,1,-6.0,4,1.9622130416100845,5,3
111,0,7.0,4,0.610821166774258,5,2
111,1,-5.0,4,1.3777326667914167,5,2
111,1,7.0,4,1.8341373750008645,5,2
111,1,3.0,4,0.5619618333876133,5,3
111,1,0.0,5,5.46325174998492,3,2
111,0,-9.0,5,3.977310708374716,3,1
111,1,-7.0,5,3.4665323750814423,3,1
111,0,-9.0,5,0.2583879582816735,3,3
111,0,-2.0,5,0.4434929999988526,3,2
111,1,-9.0,5,1.1811800415161997,3,3
111,0,2.0,6,6.562879375065677,6,3
111,1,1.0,6,0.9757295832969248,6,3
111,0,6.0,6,0.5874659999972209,6,3
111,1,5.0,6,0.2218297499930486,6,3
111,1,6.0,6,0.7055870415642858,6,3
111,1,1.0,6,6.167869166587479,6,3
111,1,3.0,6,1.3051007081521675,6,3
111,1,4.0,6,5.639742208411917,6,3
111,1,-2.0,7,2.4643684583716094,3,2
111,1,9.0,7,1.3777499999850988,3,1
111,0,9.0,7,0.8789148334180936,3,1
111,1,11.0,7,0.850149208214134,3,2
111,0,-4.0,7,1.3714927915716544,3,1
111,1,-2.0,7,0.6594347916543484,3,2
111,1,7.0,7,0.8582783750025555,3,3
113,1,1.0,1,16.544949540984817,2,1
113,0,-6.0,1,4.512906415970065,2,2
113,0,-7.0,1,1.070014207973145,2,1
113,1,1.0,1,7.161886542104185,2,1
113,0,-7.0,1,3.077405083924532,2,1
113,0,-7.0,1,2.048711417010054,2,1
113,1,1.0,1,4.262192249996588,2,1
113,0,4.0,2,6.597624249989167,3,1
113,0,-1.0,2,7.85979649994988,3,2
113,1,4.0,2,1.953077791957185,3,1
113,0,-9.0,2,1.457680999999866,3,2
113,1,-9.0,2,6.114788833074272,3,2
113,0,-9.0,2,3.7024967500474304,3,2
113,1,4.0,2,0.6068211669335142,3,1
113,0,-4.0,2,7.364240666967817,3,1
113,0,0.0,3,4.785282915923744,4,2
113,0,0.0,3,1.6167775000212714,4,2
113,0,0.0,3,6.479659083997831,4,2
113,1,6.0,3,1.388225584058091,4,2
113,1,1.0,3,10.375034458003938,4,2
113,0,-5.0,3,14.769500542082824,4,2
113,0,1.0,3,1.033396500046365,4,2
113,1,1.0,3,4.697648083092645,4,2
113,1,7.0,4,1.1928892920259386,1,1
113,1,7.0,4,4.348825666937046,1,1
113,1,7.0,4,2.726367582916282,1,1
113,1,7.0,4,0.3405817080056295,1,1
113,0,-7.0,5,6.865040999953635,2,1
113,1,-7.0,5,3.531796459108591,2,1
113,1,-8.0,5,1.361399665940553,2,1
113,0,-8.0,5,1.5053846660302952,2,1
113,0,-8.0,5,3.49068620800972,2,1
113,0,-7.0,5,3.321417084080167,2,1
113,0,-7.0,5,7.841273959027603,2,1
113,0,-8.0,5,0.9296420000027864,2,1
113,0,-2.0,6,2.5852706249570474,3,2
113,0,4.0,6,7.171700541977771,3,1
113,0,-6.0,6,0.98726479196921,3,1
113,0,-13.0,6,8.898051833035424,3,2
113,0,-13.0,6,1.0425212080590427,3,2
113,1,-3.0,6,5.082920374930836,3,2
113,1,4.0,6,7.235050208051689,3,1
113,0,-7.0,6,3.483419041032903,3,1
113,1,-12.0,7,6.2217257500160486,3,2
113,1,-7.0,7,11.751644957927056,3,1
113,0,-11.0,7,0.9304670830024406,3,2
113,1,-12.0,7,0.4218693339498713,3,2
113,1,-12.0,7,7.915533624938689,3,2
113,0,-6.0,7,1.2819223750848323,3,1
113,0,-6.0,7,0.0136839170008897,3,1
113,0,-6.0,7,0.6197520410642028,3,1
114,1,1.0,1,33.667738749994896,6,3
114,0,-3.0,1,8.206451624981128,6,3
114,0,-1.0,1,11.47333275002893,6,3
114,0,-1.0,1,12.18920504162088,6,3
114,1,3.0,1,10.526956000016073,6,3
114,1,1.0,1,16.171504208468832,6,3
114,1,1.0,1,5.449646708322689,6,3
114,0,-1.0,1,6.595878249965608,6,3
114,1,9.0,2,6.82990379165858,6,3
114,1,5.0,2,31.0537340833107,6,3
114,1,6.0,2,27.863988541648723,6,3
114,1,5.0,2,5.954018875025213,6,3
114,0,0.0,2,9.730553166824391,6,3
