subject_id,game,trial_number,v_offer,time_ms_sim_mean,accept_sim_mean
113,4.0,28,7.0,8571.842,0.946
113,4.0,29,-5.0,9299.961,0.001
113,4.0,30,4.0,8184.902,0.75
113,5.0,33,-2.0,9563.812,0.399
113,5.0,34,1.0,8855.972,0.595
113,5.0,36,-1.0,8023.719,0.472
113,5.0,38,-3.0,11028.012,0.285
113,5.0,39,-3.0,11025.379,0.312
113,6.0,41,0.0,10417.019,0.536
113,6.0,42,-1.0,9327.293,0.469
113,6.0,44,-9.0,6480.997,0.1
113,6.0,45,-9.0,6527.423,0.093
113,6.0,46,-10.0,6106.781,0.094
113,6.0,47,-1.0,9123.367,0.452
113,6.0,48,-10.0,6143.272,0.087
113,7.0,49,-6.0,6253.785,0.204
113,7.0,50,1.0,8259.511,0.575
113,7.0,52,-5.0,6359.737,0.293
113,7.0,53,-6.0,6441.437,0.214
113,7.0,54,3.0,7918.652,0.699
113,7.0,56,2.0,8459.865,0.645
114,1.0,1,1.0,24120.323,0.824
114,1.0,2,-3.0,12546.706,0.182
114,1.0,3,-1.0,10372.245,0.426
114,1.0,4,-1.0,9917.643,0.423
114,1.0,5,3.0,12702.686,0.935
114,1.0,6,1.0,24612.851,0.835
114,1.0,7,1.0,24116.847,0.843
114,1.0,8,-1.0,10423.659,0.427
114,2.0,9,9.0,4888.233,0.754
114,2.0,10,5.0,7888.258,0.824
114,2.0,11,6.0,7415.289,0.834
114,2.0,12,5.0,8097.526,0.811
114,2.0,13,0.0,7893.139,0.494
114,2.0,14,14.0,5171.646,0.936
114,2.0,15,9.0,4696.782,0.751
114,2.0,16,8.0,4886.814,0.743
114,3.0,17,-2.0,9694.688,0.383
114,3.0,18,-7.0,9138.261,0.015
114,3.0,19,1.0,7552.967,0.555
114,3.0,20,6.0,5698.37,0.728
114,3.0,21,1.0,7729.597,0.56
114,3.0,22,-4.0,8823.012,0.318
114,3.0,23,-2.0,9387.614,0.398
114,3.0,24,3.0,7339.038,0.609
114,4.0,25,1.0,10065.825,0.509
114,4.0,26,-2.0,8225.202,0.342
114,4.0,27,-2.0,7932.668,0.329
114,4.0,28,-1.0,7826.183,0.443
114,4.0,29,-2.0,8466.903,0.328
114,4.0,30,-4.0,7863.348,0.28
114,4.0,31,-1.0,7537.983,0.407
114,4.0,32,-1.0,8264.202,0.378
114,5.0,33,1.0,7498.33,0.574
114,5.0,34,-4.0,9523.335,0.316
114,5.0,35,1.0,7285.198,0.58
114,5.0,36,2.0,6781.267,0.589
114,5.0,37,2.0,7087.86,0.596
114,5.0,38,-4.0,9147.424,0.298
114,5.0,39,-3.0,8692.985,0.384
114,5.0,40,-3.0,8616.88,0.401
114,6.0,41,2.0,9603.299,0.588
114,6.0,42,2.0,9711.314,0.617
114,6.0,43,7.0,9075.041,0.973
114,6.0,44,4.0,8408.158,0.688
114,6.0,45,2.0,9481.937,0.608
114,6.0,46,7.0,8965.447,0.977
114,6.0,47,7.0,8734.704,0.984
114,6.0,48,5.0,10493.452,0.948
114,7.0,49,5.0,5318.042,0.691
114,7.0,50,-1.0,7308.085,0.469
114,7.0,51,1.0,8451.067,0.556
114,7.0,52,1.0,8405.218,0.551
114,7.0,53,-5.0,10740.857,0.038
114,7.0,54,1.0,8710.427,0.591
114,7.0,55,-1.0,7258.518,0.464
114,7.0,56,-1.0,7390.855,0.512
115,1.0,1,16.0,5256.305,0.994
115,1.0,2,16.0,5022.549,0.988
115,1.0,3,4.0,11217.913,0.831
115,1.0,4,4.0,11494.09,0.839
115,1.0,5,5.0,8341.778,0.791
115,1.0,6,14.0,5485.572,0.981
115,1.0,7,6.0,9188.713,0.874
115,1.0,8,15.0,5186.394,1.0
115,2.0,9,2.0,15468.108,0.914
115,2.0,10,2.0,6767.359,0.605
115,2.0,11,2.0,6723.15,0.607
115,2.0,12,13.0,5327.195,1.0
115,2.0,13,-9.0,7529.827,0.02
115,2.0,14,2.0,15571.17,0.89
115,2.0,15,2.0,7056.877,0.584
115,2.0,16,2.0,15581.082,0.889
115,3.0,17,3.0,10386.289,0.714
115,3.0,18,9.0,7008.743,0.981
115,3.0,19,9.0,6812.209,0.98
115,3.0,20,3.0,10376.643,0.717
115,3.0,21,-2.0,15441.752,0.08
115,3.0,22,-2.0,15471.154,0.092
115,3.0,23,14.0,5431.742,0.992
115,4.0,25,11.0,5908.741,0.991
115,4.0,26,-4.0,10653.695,0.242
115,4.0,27,5.0,9291.007,0.952
115,4.0,28,2.0,7391.106,0.597
115,4.0,29,-2.0,7195.467,0.378
115,4.0,30,9.0,5977.61,1.0
