subject,game,trial_number,decision_label,category,prop,chance,valence_label,delta_from_chance
111,2,10,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
111,2,11,leave,rel_neg,1.0,0.3333333333333333,negative,0.6666666666666667
111,2,12,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
111,2,13,leave,rel_neg,0.0,0.0,negative,0.0
111,2,15,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
111,2,16,leave,rel_neg,0.12755102040816327,0.16666666666666666,negative,-0.03911564625850339
111,3,17,take,rel_neg,0.0,0.3333333333333333,negative,-0.3333333333333333
111,3,18,take,rel_neg,0.0,0.3333333333333333,negative,-0.3333333333333333
111,3,19,take,rel_neg,0.0,0.3333333333333333,negative,-0.3333333333333333
111,3,20,take,rel_neg,0.0,0.3333333333333333,negative,-0.3333333333333333
111,3,22,leave,rel_neg,0.0,0.3333333333333333,negative,-0.3333333333333333
111,3,23,take,rel_neg,0.48697214734950584,0.3333333333333333,negative,0.15363881401617252
111,3,24,take,rel_neg,1.0,0.3333333333333333,negative,0.6666666666666667
111,4,25,leave,rel_neg,0.293282876064333,0.5,negative,-0.206717123935667
111,4,26,take,rel_neg,0.0,0.3333333333333333,negative,-0.3333333333333333
111,4,31,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
111,5,33,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
111,5,34,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
111,5,36,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
111,5,40,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
111,6,41,leave,rel_neg,0.15105162523900573,0.16666666666666666,negative,-0.01561504142766093
111,6,46,take,rel_neg,0.35391923990498814,0.16666666666666666,negative,0.18725257323832148
111,6,48,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
111,7,50,take,rel_neg,1.0,0.16666666666666666,negative,0.8333333333333334
111,7,51,take,rel_neg,0.21218400331537504,0.16666666666666666,negative,0.045517336648708384
111,7,55,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
113,1,2,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
113,1,4,leave,rel_neg,1.0,0.5,negative,0.5
113,1,5,take,rel_neg,0.953125,0.3333333333333333,negative,0.6197916666666667
113,1,6,leave,rel_neg,0.06341463414634146,0.3333333333333333,negative,-0.26991869918699185
113,1,7,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
113,1,8,take,rel_neg,0.0,0.0,negative,0.0
113,2,10,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
113,2,11,take,rel_neg,0.0,0.0,negative,0.0
113,2,13,take,rel_neg,0.09018095520617028,0.3333333333333333,negative,-0.24315237812716303
113,2,14,leave,rel_neg,0.0,0.3333333333333333,negative,-0.3333333333333333
113,2,16,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
113,3,17,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
113,3,18,leave,rel_neg,0.6178010471204188,0.16666666666666666,negative,0.4511343804537522
113,3,19,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
113,3,20,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
113,3,21,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
113,3,22,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
113,3,24,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
113,4,25,leave,rel_neg,0.23709369024856597,0.16666666666666666,negative,0.07042702358189931
113,4,27,take,rel_neg,0.2348111658456486,0.3333333333333333,negative,-0.09852216748768472
113,4,28,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
113,4,29,leave,rel_neg,0.4115566037735849,0.3333333333333333,negative,0.07822327044025157
113,4,30,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
113,5,33,leave,rel_neg,0.8303886925795053,0.16666666666666666,negative,0.6637220259128387
113,5,34,take,rel_neg,0.39125560538116594,0.16666666666666666,negative,0.22458893871449928
113,5,36,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
113,5,38,leave,rel_neg,1.0,0.16666666666666666,negative,0.8333333333333334
113,5,39,leave,rel_neg,0.4948535233570863,0.16666666666666666,negative,0.3281868566904197
113,6,41,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
113,6,42,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
113,6,44,leave,rel_neg,0.1861738535249829,0.3333333333333333,negative,-0.14715947980835042
113,6,45,leave,rel_neg,0.0,0.3333333333333333,negative,-0.3333333333333333
113,6,46,take,rel_neg,0.8184615384615385,0.3333333333333333,negative,0.48512820512820515
113,6,47,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
113,6,48,leave,rel_neg,1.0,0.3333333333333333,negative,0.6666666666666667
113,7,49,take,rel_neg,0.3641937461679951,0.3333333333333333,negative,0.030860412834661788
113,7,50,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
113,7,52,take,rel_neg,0.0,0.3333333333333333,negative,-0.3333333333333333
113,7,53,take,rel_neg,0.1789247311827957,0.3333333333333333,negative,-0.15440860215053762
113,7,54,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
113,7,56,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
114,1,1,take,rel_neg,0.13052606322356186,0.16666666666666666,negative,-0.036140603443104796
114,1,2,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
114,1,3,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
114,1,4,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
114,1,5,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
114,1,6,take,rel_neg,0.021096670820722807,0.16666666666666666,negative,-0.14556999584594385
114,1,7,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
114,1,8,leave,rel_neg,0.08006672226855713,0.16666666666666666,negative,-0.08659994439810953
114,2,9,take,rel_neg,0.2742015968063872,0.16666666666666666,negative,0.10753493013972057
114,2,10,take,rel_neg,0.03860691144708423,0.16666666666666666,negative,-0.12805975521958243
114,2,11,take,rel_neg,0.04438964241676942,0.16666666666666666,negative,-0.12227702424989724
114,2,12,take,rel_neg,0.35272928789138264,0.16666666666666666,negative,0.18606262122471598
114,2,13,leave,rel_neg,0.280882819942839,0.16666666666666666,negative,0.11421615327617232
114,2,14,take,rel_neg,0.2636625119846596,0.16666666666666666,negative,0.09699584531799296
114,2,15,take,rel_neg,0.7204805706776798,0.16666666666666666,negative,0.5538139040110132
114,2,16,take,rel_neg,0.5279399499582986,0.16666666666666666,negative,0.361273283291632
114,3,17,leave,rel_neg,0.40789255513181893,0.16666666666666666,negative,0.24122588846515228
114,3,18,leave,rel_neg,0.038981452373467465,0.16666666666666666,negative,-0.12768521429319918
114,3,19,take,rel_neg,0.026580958999305074,0.16666666666666666,negative,-0.1400857076673616
114,3,20,take,rel_neg,0.6649143887053169,0.16666666666666666,negative,0.4982477220386503
114,3,21,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
114,3,22,leave,rel_neg,0.04401122433909319,0.16666666666666666,negative,-0.12265544232757347
114,3,23,leave,rel_neg,0.669683257918552,0.16666666666666666,negative,0.5030165912518854
114,3,24,take,rel_neg,0.5122079285901812,0.16666666666666666,negative,0.34554126192351453
114,4,25,take,rel_neg,0.36106675183647396,0.3333333333333333,negative,0.02773341850314065
114,4,26,leave,rel_neg,0.16988503181158612,0.3333333333333333,negative,-0.1634483015217472
114,4,27,leave,rel_neg,0.08205128205128205,0.3333333333333333,negative,-0.2512820512820513
114,4,28,leave,rel_neg,0.11379857256145917,0.3333333333333333,negative,-0.21953476077187414
114,4,29,leave,rel_neg,0.4329628965764474,0.3333333333333333,negative,0.09962956324311406
114,4,30,leave,rel_neg,0.5482277386686427,0.3333333333333333,negative,0.2148944053353094
114,4,31,leave,rel_neg,0.6709788029925188,0.3333333333333333,negative,0.33764546965918546
114,4,32,leave,rel_neg,0.5719116769444996,0.3333333333333333,negative,0.2385783436111663
114,5,33,take,rel_neg,0.1972799511002445,0.16666666666666666,negative,0.03061328443357783
114,5,34,leave,rel_neg,0.04022021715858694,0.16666666666666666,negative,-0.1264464495080797
114,5,35,take,rel_neg,0.2547120418848168,0.16666666666666666,negative,0.08804537521815012
114,5,36,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
114,5,37,take,rel_neg,0.040866975512905364,0.16666666666666666,negative,-0.1257996911537613
114,5,38,leave,rel_neg,0.34342888047593295,0.16666666666666666,negative,0.1767622138092663
114,5,39,leave,rel_neg,0.29026701119724374,0.16666666666666666,negative,0.12360034453057708
