thisRow.t,notes,phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
,,encoding,fixation,17.743150874972343,18.501686416799203,1,1,Object_Land_Pattern_Small,5,,,,,,,,,,,
,,encoding,image,18.50179129175376,19.522630833438598,1,1,Object_Land_Pattern_Small,5,,,,,,,,,,,
,,encoding,value,19.522739375010133,25.533198624965735,1,1,Object_Land_Pattern_Small,5,,,,,,,,,,,
,,encoding,attention,25.5333123333985,28.54736262501683,1,1,Object_Land_Pattern_Small,5,+5,1,0.8410476666176692,,,,,,,,
,,encoding,fixation,28.547493916703388,29.551105291815475,2,1,Object_Land_Solid_Small,-9,,,,,,,,,,,
,,encoding,image,29.55121499998495,30.56051233340986,2,1,Object_Land_Solid_Small,-9,,,,,,,,,,,
,,encoding,value,30.56068850005977,36.57118054176681,2,1,Object_Land_Solid_Small,-9,,,,,,,,,,,
,,encoding,attention,36.57134945841972,39.58480266679544,2,1,Object_Land_Solid_Small,-9,-9,1,0.8259799584047869,,,,,,,,
,,encoding,fixation,39.584969208342955,40.33859495841898,3,1,Object_Sea_Solid_Large,9,,,,,,,,,,,
,,encoding,image,40.338696458376944,41.34848570835311,3,1,Object_Sea_Solid_Large,9,,,,,,,,,,,
,,encoding,value,41.34858916676603,47.35718058340717,3,1,Object_Sea_Solid_Large,9,,,,,,,,,,,
,,encoding,attention,47.35729033336975,50.371127041755244,3,1,Object_Sea_Solid_Large,9,+9,1,0.9270596666028723,,,,,,,,
,,encoding,fixation,50.371254458324984,51.874825875042006,4,1,Animal_Land_Pattern_Small,1,,,,,,,,,,,
,,encoding,image,51.87495375005528,52.88387387502007,4,1,Animal_Land_Pattern_Small,1,,,,,,,,,,,
,,encoding,value,52.883997583412565,58.89282033336349,4,1,Animal_Land_Pattern_Small,1,,,,,,,,,,,
,,encoding,attention,58.89293695834931,61.90901795832906,4,1,Animal_Land_Pattern_Small,1,+1,1,0.6851897082524374,,,,,,,,
,,encoding,fixation,61.909148583421484,62.41295841673855,5,1,Animal_Sea_Pattern_Large,-5,,,,,,,,,,,
,,encoding,image,62.413059624959715,63.42244750005193,5,1,Animal_Sea_Pattern_Large,-5,,,,,,,,,,,
,,encoding,value,63.42256262502633,69.43099412496667,5,1,Animal_Sea_Pattern_Large,-5,,,,,,,,,,,
,,encoding,attention,69.43110575003084,72.4441060833633,5,1,Animal_Sea_Pattern_Large,-5,-5,1,1.5564285416621715,,,,,,,,
,,encoding,fixation,72.44423124997411,73.19796279177535,6,1,Animal_Sea_Solid_Large,-1,,,,,,,,,,,
,,encoding,image,73.19810891675297,74.20707400003448,6,1,Animal_Sea_Solid_Large,-1,,,,,,,,,,,
,,encoding,value,74.20718258339912,80.21582570835017,6,1,Animal_Sea_Solid_Large,-1,,,,,,,,,,,
,,encoding,attention,80.21595262503251,83.2299989167368,6,1,Animal_Sea_Solid_Large,-1,-1,1,2.0048614165280014,,,,,,,,
,,n-back,,,,1,1,,,,0,None,X,True,None,,,,,
,,n-back,,,,2,1,,,,1,None,V,False,None,,,,,
,,n-back,,,,3,1,,,,1,None,V,False,None,,,,,
,,n-back,,,,4,1,,,,1,None,N,False,None,,,,,
,,n-back,,,,5,1,,,,1,None,B,False,None,,,,,
,,n-back,,,,6,1,,,,0,None,N,True,None,,,,,
,,n-back,,,,7,1,,,,1,None,Z,False,None,,,,,
,,n-back,,,,8,1,,,,1,None,C,False,None,,,,,
,,n-back,,,,9,1,,,,0,None,Z,True,None,,,,,
,,n-back,,,,10,1,,,,0,None,C,True,None,,,,,
,,n-back,,,,11,1,,,,1,None,V,False,None,,,,,
,,n-back,,,,12,1,,,,1,None,B,False,None,,,,,
,,n-back,,,,13,1,,,,1,None,C,False,None,,,,,
,,n-back,,,,14,1,,,,0,None,B,True,None,,,,,
,,n-back,,,,15,1,,,,1,None,X,False,None,,,,,
,,n-back,,,,16,1,,,,0,None,B,True,None,,,,,
,,n-back,,,,17,1,,,,0,None,X,True,None,,,,,
,,n-back,,,,18,1,,,,1,None,V,False,None,,,,,
,,n-back,,,,19,1,,,,1,None,Z,False,None,,,,,
,,n-back,,,,20,1,,,,1,None,C,False,None,,,,,
,,n-back,,,,21,1,,,,1,None,V,False,None,,,,,
,,n-back,,,,22,1,,,,1,None,V,False,None,,,,,
,,n-back,,,,23,1,,,,1,None,N,False,None,,,,,
,,n-back,,,,24,1,,,,0,None,V,True,None,,,,,
,,n-back,,,,25,1,,,,1,None,X,False,None,,,,,
,,n-back,,,,26,1,,,,0,None,V,True,None,,,,,
,,n-back,,,,27,1,,,,1,None,Z,False,None,,,,,
,,n-back,,,,28,1,,,,0,None,V,True,None,,,,,
,,n-back,,,,29,1,,,,1,None,C,False,None,,,,,
,,n-back,,,,30,1,,,,0,0.518600333482027,B,False,1,,,,,
,,choice,fixation,181.98226341675036,182.73587958340067,1,1,,,,,,,,,Large,,,,
,,choice,option,182.7421114583267,183.8299084583996,1,1,,,,,,,,,Large,,,,
,,choice,choice,183.83008550002705,198.2286245833384,1,1,,,1,1,13.3901272501098,,,,Large,,,,
,,choice,fixation,198.22875183343422,199.73220729175955,2,1,,,,,,,,,Sea,,,,
,,choice,option,199.73782520834357,200.76260529179126,2,1,,,,,,,,,Sea,,,,
,,choice,choice,200.7627094583586,204.0497839167947,2,1,,,1,1,2.2789847082458436,,,,Sea,,,,
,,choice,fixation,204.04990695836022,205.304576041759,3,1,,,,,,,,,Pattern,,,,
,,choice,option,205.31087745842524,206.33586412505247,3,1,,,,,,,,,Pattern,,,,
,,choice,choice,206.3359631667845,209.42590762500186,3,1,,,2,0,2.0823342917719856,,,,Pattern,,,,
,,choice,fixation,209.42602479178458,210.6792761250399,4,1,,,,,,,,,Animal,,,,
,,choice,option,210.68524720834102,211.71005029173102,4,1,,,,,,,,,Animal,,,,
,,choice,choice,211.71016112505458,219.59289787500165,4,1,,,2,1,6.875183500000276,,,,Animal,,,,
,,choice,fixation,219.59303450002335,220.0964180000592,5,1,,,,,,,,,Object,,,,
,,choice,option,220.10263991670217,221.12717779178638,5,1,,,,,,,,,Object,,,,
,,choice,choice,221.12727833341341,222.8752274167491,5,1,,,1,1,0.7407379583455622,,,,Object,,,,
,,choice,fixation,222.87535800004844,223.62863237503916,6,1,,,,,,,,,Small,,,,
,,choice,option,223.63509387499653,224.65978070837446,6,1,,,,,,,,,Small,,,,
,,choice,choice,224.65988325001672,228.29150062496774,6,1,,,2,1,2.6242162499111146,,,,Small,,,,
,,choice,fixation,228.29160666675307,229.04509895842057,7,1,,,,,,,,,Land,,,,
,,choice,option,229.05100924998987,230.07543149997946,7,1,,,,,,,,,Land,,,,
,,choice,choice,230.07552987500094,232.45749045838602,7,1,,,2,1,1.3747784583829343,,,,Land,,,,
,,choice,fixation,232.45761141681578,233.4611108750105,8,1,,,,,,,,,Solid,,,,
,,choice,option,233.4669852918014,234.49156754172873,8,1,,,,,,,,,Solid,,,,
,,choice,choice,234.49170454172418,237.62801179173402,8,1,,,1,0,2.1288840832421556,,,,Solid,,,,
,,memory,free_recall,293.3491745417705,337.90038787503727,0,1,,,,,,,,,,,,,
,,memory,value_recall,379.6968938333448,386.1968144583516,1,1,Animal_Sea_Solid_Large,,,,6.496387250022963,,,,,-1,,,
,,memory,value_recall,387.4882967917947,395.9513007500209,2,1,Object_Land_Pattern_Small,,,,8.459473458235152,,,,,5,,,
,,memory,value_recall,397.7415076667676,404.56693216681015,3,1,Animal_Sea_Pattern_Large,,,,6.821996499900706,,,,,-5,,,
,,memory,value_recall,405.8581263750093,416.51086616679095,4,1,Animal_Land_Pattern_Small,,,,10.649175083381124,,,,,1,,,
,,memory,value_recall,417.8019377499586,421.97407733334694,5,1,Object_Land_Solid_Small,,,,4.16871441679541,,,,,-9,,,
,,memory,value_recall,423.01383683341555,427.3992152083665,6,1,Object_Sea_Solid_Large,,,,4.382309541688301,,,,,9,,,
,,memory,spatial_recall,451.4600575834047,458.5740200417349,6,1,Animal_Land_Pattern_Small,,,1,7.110396666568704,,,,,,"[329, -190]","[329, -190]",
,,memory,spatial_recall,460.15089575003367,464.15502533339895,6,1,Object_Land_Solid_Small,,,1,4.000587375019677,,,,,,"[329, 189]","[329, 189]",
,,memory,spatial_recall,465.48380133335013,470.3548227917636,6,1,Animal_Sea_Solid_Large,,,1,4.867640958284028,,,,,,"[0, 380]","[0, 380]",
,,memory,spatial_recall,472.4367173750652,476.32745841681026,6,1,Object_Land_Pattern_Small,,,1,3.887117416714318,,,,,,"[-329, 190]","[-329, 190]",
,,memory,spatial_recall,477.6484486249974,479.5054910418112,6,1,Animal_Sea_Pattern_Large,,,1,1.85350666672457,,,,,,"[-329, -190]","[-329, -190]",
,,memory,spatial_recall,481.085086749983,484.6423501668032,6,1,Object_Sea_Solid_Large,,,1,3.553714416688308,,,,,,"[0, -380]","[0, -380]",
,,encoding,fixation,10.390093250083737,11.393928583478555,7,2,Object_Land_Pattern_Large,9,,,,,,,,,,,
,,encoding,image,11.394032041775063,12.40341595839709,7,2,Object_Land_Pattern_Large,9,,,,,,,,,,,
,,encoding,value,12.403534958371893,18.414067458477803,7,2,Object_Land_Pattern_Large,9,,,,,,,,,,,
,,encoding,attention,18.414170791744255,21.43057070847135,7,2,Object_Land_Pattern_Large,9,+9,1,1.475615624920465,,,,,,,,
,,encoding,fixation,21.430743500008248,22.68407320836559,8,2,Animal_Sea_Pattern_Small,-9,,,,,,,,,,,
,,encoding,image,22.684179666801356,23.693240916822106,8,2,Animal_Sea_Pattern_Small,-9,,,,,,,,,,,
,,encoding,value,23.693359208409674,29.702053916756995,8,2,Animal_Sea_Pattern_Small,-9,,,,,,,,,,,
,,encoding,attention,29.702187624992803,32.715382708469406,8,2,Animal_Sea_Pattern_Small,-9,-9,1,0.8694858748931438,,,,,,,,
,,encoding,fixation,32.71552291675471,34.21934016677551,9,2,Object_Sea_Solid_Small,1,,,,,,,,,,,
,,encoding,image,34.21945237508044,35.22746362502221,9,2,Object_Sea_Solid_Small,1,,,,,,,,,,,
,,encoding,value,35.227556041791104,41.23598658340052,9,2,Object_Sea_Solid_Small,1,,,,,,,,,,,
,,encoding,attention,41.23611337505281,44.24967162508983,9,2,Object_Sea_Solid_Small,1,+1,1,1.110049750073813,,,,,,,,
,,encoding,fixation,44.24982625001576,45.753297708462924,10,2,Animal_Land_Pattern_Large,-8,,,,,,,,,,,
,,encoding,image,45.7534064167412,46.76280479179695,10,2,Animal_Land_Pattern_Large,-8,,,,,,,,,,,
,,encoding,value,46.76290008344222,52.774362249998376,10,2,Animal_Land_Pattern_Large,-8,,,,,,,,,,,
,,encoding,attention,52.77447533339728,55.78789500007406,10,2,Animal_Land_Pattern_Large,-8,-8,1,2.30966704164166,,,,,,,,
,,encoding,fixation,55.788030291791074,57.0413670000853,11,2,Animal_Sea_Solid_Small,5,,,,,,,,,,,
,,encoding,image,57.041471791802905,58.05012912501115,11,2,Animal_Sea_Solid_Small,5,,,,,,,,,,,
,,encoding,value,58.05023120844271,64.05985483340919,11,2,Animal_Sea_Solid_Small,5,,,,,,,,,,,
,,encoding,attention,64.05996441678144,67.06983654177748,11,2,Animal_Sea_Solid_Small,5,None,None,None,,,,,,,,
,,encoding,fixation,67.06996962509584,68.57375945837703,12,2,Object_Land_Solid_Large,-8,,,,,,,,,,,
,,encoding,image,68.57388816680759,69.58280762506183,12,2,Object_Land_Solid_Large,-8,,,,,,,,,,,
,,encoding,value,69.58291862509213,75.59056629182305,12,2,Object_Land_Solid_Large,-8,,,,,,,,,,,
,,encoding,attention,75.59068416676018,78.60331795841921,12,2,Object_Land_Solid_Large,-8,-8,1,0.8724028334254399,,,,,,,,
,,n-back,,,,31,2,,,,1,None,X,False,None,,,,,
,,n-back,,,,32,2,,,,0,None,X,True,None,,,,,
,,n-back,,,,33,2,,,,1,None,C,False,None,,,,,
,,n-back,,,,34,2,,,,1,None,N,False,None,,,,,
,,n-back,,,,35,2,,,,1,None,B,False,None,,,,,
,,n-back,,,,36,2,,,,1,None,B,False,None,,,,,
,,n-back,,,,37,2,,,,1,None,C,False,None,,,,,
,,n-back,,,,38,2,,,,1,1.1794689999660477,B,True,1,,,,,
,,n-back,,,,39,2,,,,0,None,C,True,None,,,,,
,,n-back,,,,40,2,,,,1,None,X,False,None,,,,,
,,n-back,,,,41,2,,,,1,None,Z,False,None,,,,,
,,n-back,,,,42,2,,,,1,None,B,False,None,,,,,
,,n-back,,,,43,2,,,,1,None,N,False,None,,,,,
,,n-back,,,,44,2,,,,1,None,X,False,None,,,,,
,,n-back,,,,45,2,,,,1,None,C,False,None,,,,,
,,n-back,,,,46,2,,,,0,None,X,True,None,,,,,
,,n-back,,,,47,2,,,,0,None,C,True,None,,,,,
,,n-back,,,,48,2,,,,1,None,Z,False,None,,,,,
,,n-back,,,,49,2,,,,1,1.4379372916882858,C,True,1,,,,,
,,n-back,,,,50,2,,,,1,None,N,False,None,,,,,
,,n-back,,,,51,2,,,,1,None,Z,False,None,,,,,
,,n-back,,,,52,2,,,,1,None,X,False,None,,,,,
,,n-back,,,,53,2,,,,1,None,B,False,None,,,,,
,,n-back,,,,54,2,,,,0,None,X,True,None,,,,,
,,n-back,,,,55,2,,,,1,None,V,False,None,,,,,
,,n-back,,,,56,2,,,,1,0.8895387499360368,X,True,1,,,,,
,,n-back,,,,57,2,,,,0,0.7173410834511742,C,False,1,,,,,
,,n-back,,,,58,2,,,,0,None,X,True,None,,,,,
,,n-back,,,,59,2,,,,0,None,C,True,None,,,,,
,,n-back,,,,60,2,,,,1,None,C,False,None,,,,,
,,choice,fixation,163.73956500005443,164.74142925010528,9,2,,,,,,,,,Object,,,,
,,choice,option,164.74732925009448,165.7727358750999,9,2,,,,,,,,,Object,,,,
,,choice,choice,165.77284637500998,170.91410037502646,9,2,,,1,1,4.133532000007108,,,,Object,,,,
,,choice,fixation,170.91426750004757,171.66860529175028,10,2,,,,,,,,,Land,,,,
,,choice,option,171.67444804182742,172.69825383345596,10,2,,,,,,,,,Land,,,,
,,choice,choice,172.69836029177532,175.60177820839453,10,2,,,1,0,1.8953712083166465,,,,Land,,,,
,,choice,fixation,175.6019645833876,177.10649687505793,11,2,,,,,,,,,Animal,,,,
,,choice,option,177.11253650009166,178.13970170845278,11,2,,,,,,,,,Animal,,,,
,,choice,choice,178.13980220840313,179.25572366674896,11,2,,,2,1,0.11031191668007523,,,,Animal,,,,
,,choice,fixation,179.255843166844,180.00800825003535,12,2,,,,,,,,,Large,,,,
,,choice,option,180.0138059167657,181.03966791683342,12,2,,,,,,,,,Large,,,,
,,choice,choice,181.0397737917956,186.89299629174639,12,2,,,1,0,4.8458697500173,,,,Large,,,,
,,choice,fixation,186.89311083348002,188.39653887506574,13,2,,,,,,,,,Solid,,,,
,,choice,option,188.40255175007042,189.42688537505455,13,2,,,,,,,,,Solid,,,,
,,choice,choice,189.42699100007303,193.55198004178237,13,2,,,2,1,3.117442833376117,,,,Solid,,,,
,,choice,fixation,193.55216275004204,195.05683516676072,14,2,,,,,,,,,Pattern,,,,
,,choice,option,195.06307991675567,196.08769820840098,14,2,,,,,,,,,Pattern,,,,
,,choice,choice,196.08778887509834,197.19201566674747,14,2,,,1,0,0.09851279156282544,,,,Pattern,,,,
,,choice,fixation,197.19213141675573,197.94396775006317,15,2,,,,,,,,,Sea,,,,
,,choice,option,197.94986020843498,198.97502550005447,15,2,,,,,,,,,Sea,,,,
,,choice,choice,198.97512025001924,201.76076812506653,15,2,,,2,1,1.7771213749656454,,,,Sea,,,,
,,choice,fixation,201.76088787510525,203.01422391680535,16,2,,,,,,,,,Small,,,,
,,choice,option,203.0201421667589,204.04386362503283,16,2,,,,,,,,,Small,,,,
,,choice,choice,204.04396837507375,207.81749250006396,16,2,,,2,1,2.76615162496455,,,,Small,,,,
,,memory,free_recall,230.3809595417697,254.94218191679101,6,2,,,,,,,,,,,,,
,,memory,value_recall,265.966180333402,274.3563820418203,7,2,Animal_Land_Pattern_Large,,,,8.386692333384417,,,,,-8,,,
,,memory,value_recall,276.1476857084781,281.3101867500227,8,2,Animal_Sea_Solid_Small,,,,5.159106250037439,,,,,5,,,
,,memory,value_recall,283.3500590000767,285.0054940833943,9,2,Object_Sea_Solid_Small,,,,1.6517352915834635,,,,,1,,,
,,memory,value_recall,286.5452965417644,287.7102179999929,10,2,Animal_Sea_Pattern_Small,,,,1.1611327499849722,,,,,-9,,,
,,memory,value_recall,289.4998435417656,293.1240204999922,11,2,Object_Land_Solid_Large,,,,3.6202777499565855,,,,,-8,,,
,,memory,value_recall,294.16378787509166,295.4064370833803,12,2,Object_Land_Pattern_Large,,,,1.2406521249795333,,,,,9,,,
,,memory,spatial_recall,310.0111187500879,315.8797331250971,12,2,Object_Sea_Solid_Small,,,1,5.864605708280578,,,,,,"[-329, -190]","[-329, -190]",
,,memory,spatial_recall,317.20228454179596,320.24644962500315,12,2,Animal_Sea_Pattern_Small,,,1,3.0401452083606273,,,,,,"[0, -380]","[0, -380]",
,,memory,spatial_recall,321.81643979181536,325.2747306667734,12,2,Animal_Sea_Solid_Small,,,1,3.4547949583502486,,,,,,"[329, 189]","[329, 189]",
,,memory,spatial_recall,326.35064154176507,328.39637045841664,12,2,Animal_Land_Pattern_Large,,,1,2.0413234167499468,,,,,,"[-329, 190]","[-329, 190]",
,,memory,spatial_recall,329.46829633344896,331.0939117918024,12,2,Object_Land_Pattern_Large,,,1,1.622009375016205,,,,,,"[0, 380]","[0, 380]",
,,memory,spatial_recall,333.1668397084577,336.9409783750307,12,2,Object_Land_Solid_Large,,,1,3.7664616249967366,,,,,,"[329, -190]","[329, -190]",
,,encoding,fixation,5.540712416637689,6.794211333384737,13,3,Animal_Land_Solid_Small,-1,,,,,,,,,,,
,,encoding,image,6.794313708436675,7.803489208337851,13,3,Animal_Land_Solid_Small,-1,,,,,,,,,,,
,,encoding,value,7.803601958439685,13.813122208346613,13,3,Animal_Land_Solid_Small,-1,,,,,,,,,,,
,,encoding,attention,13.813236666610464,16.827693416620605,13,3,Animal_Land_Solid_Small,-1,-1,1,1.9390734584303573,,,,,,,,
,,encoding,fixation,16.827872375026345,18.331439499976113,14,3,Object_Sea_Pattern_Large,5,,,,,,,,,,,
,,encoding,image,18.331604000064544,19.340161000029184,14,3,Object_Sea_Pattern_Large,5,,,,,,,,,,,
,,encoding,value,19.340264208381996,25.349296416621655,14,3,Object_Sea_Pattern_Large,5,,,,,,,,,,,
,,encoding,attention,25.34939341666177,28.363264958374202,14,3,Object_Sea_Pattern_Large,5,+5,1,0.8662190833128989,,,,,,,,
,,encoding,fixation,28.363403666648082,29.366933708428405,15,3,Animal_Land_Pattern_Large,-7,,,,,,,,,,,
,,encoding,image,29.367062916629948,30.375113249989226,15,3,Animal_Land_Pattern_Large,-7,,,,,,,,,,,
,,encoding,value,30.375219416688196,36.3843627916649,15,3,Animal_Land_Pattern_Large,-7,,,,,,,,,,,
,,encoding,attention,36.384488000068814,39.394497708417475,15,3,Animal_Land_Pattern_Large,-7,None,None,None,,,,,,,,
,,encoding,fixation,39.39462558343075,39.898018541629426,16,3,Object_Sea_Pattern_Small,7,,,,,,,,,,,
,,encoding,image,39.89810708339792,40.90670595841948,16,3,Object_Sea_Pattern_Small,7,,,,,,,,,,,
,,encoding,value,40.90686941659078,46.91580266668461,16,3,Object_Sea_Pattern_Small,7,,,,,,,,,,,
,,encoding,attention,46.915927250054665,49.92962845833972,16,3,Object_Sea_Pattern_Small,7,+7,1,1.062643083394505,,,,,,,,
,,encoding,fixation,49.92975925002247,51.18319887504913,17,3,Animal_Land_Solid_Large,9,,,,,,,,,,,
,,encoding,image,51.18331945838872,52.191931833396666,17,3,Animal_Land_Solid_Large,9,,,,,,,,,,,
,,encoding,value,52.19205633341335,58.20142462500371,17,3,Animal_Land_Solid_Large,9,,,,,,,,,,,
,,encoding,attention,58.20153787499294,61.21748054167256,17,3,Animal_Land_Solid_Large,9,+9,1,0.6717685834737495,,,,,,,,
,,encoding,fixation,61.217623166623525,61.972412666655146,18,3,Object_Sea_Solid_Small,-7,,,,,,,,,,,
,,encoding,image,61.97252466669306,62.97954525006935,18,3,Object_Sea_Solid_Small,-7,,,,,,,,,,,
,,encoding,value,62.979681625030935,68.98964870837517,18,3,Object_Sea_Solid_Small,-7,,,,,,,,,,,
,,encoding,attention,68.98976629169192,72.00251320842654,18,3,Object_Sea_Solid_Small,-7,-7,1,1.1250308750895783,,,,,,,,
,,n-back,,,,61,3,,,,1,None,Z,False,None,,,,,
,,n-back,,,,62,3,,,,1,None,X,False,None,,,,,
,,n-back,,,,63,3,,,,1,None,V,False,None,,,,,
,,n-back,,,,64,3,,,,1,None,N,False,None,,,,,
,,n-back,,,,65,3,,,,1,None,N,False,None,,,,,
,,n-back,,,,66,3,,,,1,None,Z,False,None,,,,,
,,n-back,,,,67,3,,,,1,1.1559050417272374,N,True,1,,,,,
,,n-back,,,,68,3,,,,1,None,V,False,None,,,,,
,,n-back,,,,69,3,,,,1,None,X,False,None,,,,,
,,n-back,,,,70,3,,,,1,0.7245118333958089,V,True,1,,,,,
,,n-back,,,,71,3,,,,1,None,N,False,None,,,,,
,,n-back,,,,72,3,,,,1,None,X,False,None,,,,,
,,n-back,,,,73,3,,,,1,None,Z,False,None,,,,,
,,n-back,,,,74,3,,,,1,None,C,False,None,,,,,
,,n-back,,,,75,3,,,,1,0.9676337499404326,Z,True,1,,,,,
,,n-back,,,,76,3,,,,1,None,Z,False,None,,,,,
,,n-back,,,,77,3,,,,1,None,V,False,None,,,,,
,,n-back,,,,78,3,,,,1,None,V,False,None,,,,,
,,n-back,,,,79,3,,,,1,0.5282114999135956,V,True,1,,,,,
,,n-back,,,,80,3,,,,0,None,V,True,None,,,,,
,,n-back,,,,81,3,,,,0,None,V,True,None,,,,,
,,n-back,,,,82,3,,,,1,None,Z,False,None,,,,,
,,n-back,,,,83,3,,,,1,0.7678212499013171,V,True,1,,,,,
,,n-back,,,,84,3,,,,0,None,Z,True,None,,,,,
,,n-back,,,,85,3,,,,1,None,B,False,None,,,,,
,,n-back,,,,86,3,,,,0,None,Z,True,None,,,,,
,,n-back,,,,87,3,,,,1,None,Z,False,None,,,,,
,,n-back,,,,88,3,,,,1,None,V,False,None,,,,,
,,n-back,,,,89,3,,,,1,0.8927331250160933,Z,True,1,,,,,
,,n-back,,,,90,3,,,,1,None,B,False,None,,,,,
,,choice,fixation,153.27072508342098,154.27249066659715,17,3,,,,,,,,,Animal,,,,
,,choice,option,154.27893754164688,155.30606362503022,17,3,,,,,,,,,Animal,,,,
,,choice,choice,155.30615954159293,160.17560808337294,17,3,,,1,1,3.862172416760586,,,,Animal,,,,
,,choice,fixation,160.17574850004166,161.17918175004888,18,3,,,,,,,,,Solid,,,,
,,choice,option,161.1852710833773,162.21027962502558,18,3,,,,,,,,,Solid,,,,
,,choice,choice,162.21037929167505,164.96684491669293,18,3,,,1,1,1.7486616666428745,,,,Solid,,,,
,,choice,fixation,164.9669619584456,165.97128354164306,19,3,,,,,,,,,Large,,,,
,,choice,option,165.9768426666269,167.00158358342014,19,3,,,,,,,,,Large,,,,
,,choice,choice,167.0016987916315,173.71159008343238,19,3,,,1,1,5.701709791785106,,,,Large,,,,
,,choice,fixation,173.71171120833606,174.21518012497108,20,3,,,,,,,,,Pattern,,,,
,,choice,option,174.22124895837624,175.24564370838925,20,3,,,,,,,,,Pattern,,,,
,,choice,choice,175.2458187500015,178.7664831666043,20,3,,,1,1,2.513077416573651,,,,Pattern,,,,
,,choice,fixation,178.7665970416274,179.52218258334324,21,3,,,,,,,,,Small,,,,
,,choice,option,179.52880600001663,180.5548364999704,21,3,,,,,,,,,Small,,,,
,,choice,choice,180.5549415834248,182.0631882083835,21,3,,,2,1,0.5010444583604112,,,,Small,,,,
,,choice,fixation,182.0633062083507,182.56664525007363,22,3,,,,,,,,,Sea,,,,
,,choice,option,182.5726904165931,183.59678154159337,22,3,,,,,,,,,Sea,,,,
,,choice,choice,183.59688412502874,187.8550224166829,22,3,,,2,0,3.2506585418013856,,,,Sea,,,,
,,choice,fixation,187.85513379168697,188.85848045838065,23,3,,,,,,,,,Land,,,,
,,choice,option,188.86406279169023,189.88917295844294,23,3,,,,,,,,,Land,,,,
,,choice,choice,189.88927045837045,197.0470527500147,23,3,,,1,1,6.150202708435245,,,,Land,,,,
,,choice,fixation,197.04716491664294,197.8003525416134,24,3,,,,,,,,,Object,,,,
,,choice,option,197.8062869583955,198.8299704999663,24,3,,,,,,,,,Object,,,,
,,choice,choice,198.8300745000597,207.44355399999768,24,3,,,1,1,7.604773791623302,,,,Object,,,,
,,memory,free_recall,218.67575029167347,247.09110054164194,12,3,,,,,,,,,,,,,
,,memory,value_recall,256.9460114999674,262.36165629164316,13,3,Object_Sea_Pattern_Large,,,,5.411955916788429,,,,,5,,,
,,memory,value_recall,263.6525250416016,272.16262695845217,14,3,Object_Sea_Pattern_Small,,,,8.50650208326988,,,,,7,,,
,,memory,value_recall,273.45488400000613,276.2590926249977,15,3,Animal_Land_Solid_Large,,,,2.800615124986507,,,,,9,,,
,,memory,value_recall,277.5478302916745,280.88386775006074,16,3,Animal_Land_Pattern_Large,,,,3.33234541665297,,,,,-7,,,
,,memory,value_recall,282.67544891661964,285.09769204165787,17,3,Animal_Land_Solid_Small,,,,2.4188276666682214,,,,,-1,,,
,,memory,value_recall,286.13634299999103,289.39593545836397,18,3,Object_Sea_Solid_Small,,,,3.25719191681128,,,,,-7,,,
