thisRow.t,notes,phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
,,n-back,,,,15,1,,,,1,None,C,False,None,,,,,
,,n-back,,,,16,1,,,,1,None,X,False,None,,,,,
,,n-back,,,,17,1,,,,1,None,V,False,None,,,,,
,,n-back,,,,18,1,,,,1,None,V,False,None,,,,,
,,n-back,,,,19,1,,,,1,None,X,False,None,,,,,
,,n-back,,,,20,1,,,,1,None,N,False,None,,,,,
,,n-back,,,,21,1,,,,1,None,Z,False,None,,,,,
,,n-back,,,,22,1,,,,1,None,C,False,None,,,,,
,,n-back,,,,23,1,,,,1,None,X,False,None,,,,,
,,n-back,,,,24,1,,,,1,None,N,False,None,,,,,
,,n-back,,,,25,1,,,,1,None,N,False,None,,,,,
,,n-back,,,,26,1,,,,1,None,V,False,None,,,,,
,,n-back,,,,27,1,,,,1,None,V,False,None,,,,,
,,n-back,,,,28,1,,,,1,0.7033364166854881,V,True,1,,,,,
,,n-back,,,,29,1,,,,1,None,N,False,None,,,,,
,,n-back,,,,30,1,,,,1,0.5762940833519679,V,True,1,,,,,
,,choice,fixation,159.44677308332757,160.45143904164433,1,1,,,,,,,,,Sea,,,,
,,choice,option,160.45800799998688,161.59121720833355,1,1,,,,,,,,,Sea,,,,
,,choice,choice,161.59132866663276,171.28935812498094,1,1,,,2,1,8.68846558331279,,,,Sea,,,,
,,choice,fixation,171.28947737498675,172.79320399998687,2,1,,,,,,,,,Small,,,,
,,choice,option,172.7992943749996,173.82413612498203,2,1,,,,,,,,,Small,,,,
,,choice,choice,173.8242368333449,182.58548662500107,2,1,,,1,1,7.751656291657127,,,,Small,,,,
,,choice,fixation,182.58562012499897,183.33891012499225,3,1,,,,,,,,,Animal,,,,
,,choice,option,183.34531987499213,184.36919024999952,3,1,,,,,,,,,Animal,,,,
,,choice,choice,184.3693654166418,188.60889725000015,3,1,,,2,1,3.232123333349591,,,,Animal,,,,
,,choice,fixation,188.60900516665424,189.86123016665806,4,1,,,,,,,,,Solid,,,,
,,choice,option,189.86781637498643,190.8924997083377,4,1,,,,,,,,,Solid,,,,
,,choice,choice,190.89259666664293,198.6575304166472,4,1,,,2,0,6.757133333332604,,,,Solid,,,,
,,choice,fixation,198.65768545833998,199.41206812497694,5,1,,,,,,,,,Land,,,,
,,choice,option,199.41812170832418,200.44183245833847,5,1,,,,,,,,,Land,,,,
,,choice,choice,200.44194279165822,207.28505020833109,5,1,,,1,1,5.835298999998486,,,,Land,,,,
,,choice,fixation,207.28517216665205,208.28866341663525,6,1,,,,,,,,,Pattern,,,,
,,choice,option,208.29480974999024,209.31901204164024,6,1,,,,,,,,,Pattern,,,,
,,choice,choice,209.31917370832525,212.29941683332436,6,1,,,1,0,1.9727392499917187,,,,Pattern,,,,
,,choice,fixation,212.29954208334675,213.55309016664978,7,1,,,,,,,,,Object,,,,
,,choice,option,213.55990683333948,214.58403754164465,7,1,,,,,,,,,Object,,,,
,,choice,choice,214.5841682916507,222.33393637498375,7,1,,,1,1,6.741386749985395,,,,Object,,,,
,,choice,fixation,222.33406879164977,223.08747312499327,8,1,,,,,,,,,Large,,,,
,,choice,option,223.0940935833205,224.1182138749864,8,1,,,,,,,,,Large,,,,
,,choice,choice,224.11833504165406,227.56353504164144,8,1,,,2,1,2.437032708345214,,,,Large,,,,
,,memory,free_recall,274.8460003333457,290.4462532500038,0,1,,,,,,,,,,,,,
,,memory,value_recall,331.74580362500274,338.1583717500034,1,1,Object_Sea_Pattern_Large,,,,6.4089077083044685,,,,,-2,,,
,,memory,value_recall,339.4487556666427,342.6694412083307,2,1,Animal_Sea_Solid_Large,,,,3.2171498750103638,,,,,3,,,
,,memory,value_recall,344.45949808333535,349.4813857083209,3,1,Object_Sea_Solid_Large,,,,5.018186833331129,,,,,-2,,,
,,memory,value_recall,351.0203724166495,353.7730431666423,4,1,Object_Land_Pattern_Small,,,,2.7488221249950584,,,,,6,,,
,,memory,value_recall,355.3123946249834,360.2694029583363,5,1,Animal_Land_Pattern_Small,,,,4.953471375018125,,,,,-8,,,
,,memory,value_recall,362.30925133332494,368.0529117916594,6,1,Animal_Land_Solid_Small,,,,5.739948458329309,,,,,3,,,
,,memory,spatial_recall,382.3491524999845,389.8464444166457,6,1,Object_Land_Pattern_Small,,,1,7.493780541670276,,,,,,"[329, 189]","[329, 189]",
,,memory,spatial_recall,390.9123672916321,394.8466746666527,6,1,Animal_Sea_Solid_Large,,,1,3.9322382083628327,,,,,,"[0, -380]","[0, -380]",
,,memory,spatial_recall,396.9135827916325,414.84622066665906,6,1,Animal_Land_Solid_Small,,,1,17.929011333355447,,,,,,"[-329, -190]","[-329, -190]",
,,memory,spatial_recall,416.16108316663303,419.7487239583279,6,1,Animal_Land_Pattern_Small,,,1,3.583855000004405,,,,,,"[329, -190]","[329, -190]",
,,memory,spatial_recall,421.3179932916537,423.56611766663264,6,1,Object_Sea_Solid_Large,,,1,2.2446029583225027,,,,,,"[0, 380]","[0, 380]",
,,memory,spatial_recall,424.8859914999921,427.7628631249827,6,1,Object_Sea_Pattern_Large,,,1,2.8733787499950267,,,,,,"[-329, 190]","[-329, 190]",
,,encoding,fixation,6.262443249986973,7.516428541654022,7,2,Object_Land_Pattern_Large,9,,,,,,,,,,,
,,encoding,image,7.516533083311515,8.526554041658528,7,2,Object_Land_Pattern_Large,9,,,,,,,,,,,
,,encoding,value,8.52664766664384,14.537598374998197,7,2,Object_Land_Pattern_Large,9,,,,,,,,,,,
,,encoding,attention,14.53772662501433,17.548361708322773,7,2,Object_Land_Pattern_Large,9,None,None,None,,,,,,,,
,,encoding,fixation,17.548479499993846,18.052398375002667,8,2,Object_Sea_Pattern_Small,-9,,,,,,,,,,,
,,encoding,image,18.052492916671326,19.060683749994496,8,2,Object_Sea_Pattern_Small,-9,,,,,,,,,,,
,,encoding,value,19.06084187500528,25.07026683332515,8,2,Object_Sea_Pattern_Small,-9,,,,,,,,,,,
,,encoding,attention,25.070387749990914,28.080057958315592,8,2,Object_Sea_Pattern_Small,-9,None,None,None,,,,,,,,
,,encoding,fixation,28.0801844583184,28.83399762501358,9,2,Object_Land_Solid_Large,-3,,,,,,,,,,,
,,encoding,image,28.8340982083173,29.841697583324276,9,2,Object_Land_Solid_Large,-3,,,,,,,,,,,
,,encoding,value,29.841791000013473,35.850174499995774,9,2,Object_Land_Solid_Large,-3,,,,,,,,,,,
,,encoding,attention,35.85029712499818,38.85990791665972,9,2,Object_Land_Solid_Large,-3,None,None,None,,,,,,,,
,,encoding,fixation,38.86002920829924,40.11364870832767,10,2,Animal_Land_Solid_Large,-1,,,,,,,,,,,
,,encoding,image,40.113764791662106,41.12326987501001,10,2,Animal_Land_Solid_Large,-1,,,,,,,,,,,
,,encoding,value,41.12335591664305,47.132620583317475,10,2,Animal_Land_Solid_Large,-1,,,,,,,,,,,
,,encoding,attention,47.13271258331952,50.14305129167042,10,2,Animal_Land_Solid_Large,-1,None,None,None,,,,,,,,
,,encoding,fixation,50.143187999987276,51.146837333304575,11,2,Animal_Sea_Pattern_Small,9,,,,,,,,,,,
,,encoding,image,51.14692775000003,52.157933541660896,11,2,Animal_Sea_Pattern_Small,9,,,,,,,,,,,
,,encoding,value,52.158050458325306,58.167063291650265,11,2,Animal_Sea_Pattern_Small,9,,,,,,,,,,,
,,encoding,attention,58.16717695831903,61.17725375000737,11,2,Animal_Sea_Pattern_Small,9,None,None,None,,,,,,,,
,,encoding,fixation,61.177368333301274,62.4309278333094,12,2,Animal_Sea_Solid_Small,6,,,,,,,,,,,
,,encoding,image,62.43101629166631,63.440055250015575,12,2,Animal_Sea_Solid_Small,6,,,,,,,,,,,
,,encoding,value,63.44017891664407,69.44935404165881,12,2,Animal_Sea_Solid_Small,6,,,,,,,,,,,
,,encoding,attention,69.4495162916719,72.45882262499072,12,2,Animal_Sea_Solid_Small,6,None,None,None,,,,,,,,
,,n-back,,,,31,2,,,,0,None,B,True,None,,,,,
,,n-back,,,,32,2,,,,1,None,N,False,None,,,,,
,,n-back,,,,33,2,,,,1,None,X,False,None,,,,,
,,n-back,,,,34,2,,,,1,None,C,False,None,,,,,
,,n-back,,,,35,2,,,,0,None,X,True,None,,,,,
,,n-back,,,,36,2,,,,1,None,V,False,None,,,,,
,,n-back,,,,37,2,,,,0,None,X,True,None,,,,,
,,n-back,,,,38,2,,,,0,None,V,True,None,,,,,
,,n-back,,,,39,2,,,,1,0.4956617083516903,X,True,1,,,,,
,,n-back,,,,40,2,,,,1,None,N,False,None,,,,,
,,n-back,,,,41,2,,,,1,1.1049139999959152,X,True,1,,,,,
,,n-back,,,,42,2,,,,1,0.8356621249986347,N,True,1,,,,,
,,n-back,,,,43,2,,,,1,0.7972109999973327,X,True,1,,,,,
,,n-back,,,,44,2,,,,1,None,V,False,None,,,,,
,,n-back,,,,45,2,,,,1,None,N,False,None,,,,,
,,n-back,,,,46,2,,,,1,None,B,False,None,,,,,
,,n-back,,,,47,2,,,,1,None,Z,False,None,,,,,
,,n-back,,,,48,2,,,,1,0.7340929166821297,B,True,1,,,,,
,,n-back,,,,49,2,,,,1,None,C,False,None,,,,,
,,n-back,,,,50,2,,,,1,None,V,False,None,,,,,
,,n-back,,,,51,2,,,,1,None,Z,False,None,,,,,
,,n-back,,,,52,2,,,,1,None,C,False,None,,,,,
,,n-back,,,,53,2,,,,1,None,V,False,None,,,,,
,,n-back,,,,54,2,,,,1,None,B,False,None,,,,,
,,n-back,,,,55,2,,,,1,None,C,False,None,,,,,
,,n-back,,,,56,2,,,,1,None,X,False,None,,,,,
,,n-back,,,,57,2,,,,1,None,B,False,None,,,,,
,,n-back,,,,58,2,,,,1,None,Z,False,None,,,,,
,,n-back,,,,59,2,,,,1,None,C,False,None,,,,,
,,n-back,,,,60,2,,,,1,0.603397416707594,Z,True,1,,,,,
,,choice,fixation,150.87661970831687,151.37845175000257,9,2,,,,,,,,,Large,,,,
,,choice,option,151.38443320832448,152.40780695830472,9,2,,,,,,,,,Large,,,,
,,choice,choice,152.40793287500856,157.1077210000076,9,2,,,2,0,3.690267041674815,,,,Large,,,,
,,choice,fixation,157.1078635416634,158.6115871249931,10,2,,,,,,,,,Small,,,,
,,choice,option,158.6181867083069,159.6416650833271,10,2,,,,,,,,,Small,,,,
,,choice,choice,159.6417558749963,170.6770112499944,10,2,,,1,1,10.02698870835593,,,,Small,,,,
,,choice,fixation,170.67711616665474,171.18071375001455,11,2,,,,,,,,,Object,,,,
,,choice,option,171.18705899998895,172.21121783330454,11,2,,,,,,,,,Object,,,,
,,choice,choice,172.21134458330926,178.42701945832232,11,2,,,2,1,5.207723666651873,,,,Object,,,,
,,choice,fixation,178.42712679164833,179.93044550000923,12,2,,,,,,,,,Pattern,,,,
,,choice,option,179.9365090833162,180.9611530416587,12,2,,,,,,,,,Pattern,,,,
,,choice,choice,180.96127120830351,185.62743445832166,12,2,,,1,1,3.658121291664429,,,,Pattern,,,,
,,choice,fixation,185.6275978333142,186.6310552083014,13,2,,,,,,,,,Animal,,,,
,,choice,option,186.63816162501462,187.66209970830823,13,2,,,,,,,,,Animal,,,,
,,choice,choice,187.6622012500011,191.3135248333274,13,2,,,1,1,2.6435860416968353,,,,Animal,,,,
,,choice,fixation,191.3136319583282,192.56701937501202,14,2,,,,,,,,,Solid,,,,
,,choice,option,192.57326233331696,193.5968145833176,14,2,,,,,,,,,Solid,,,,
,,choice,choice,193.5969121666567,198.1577531666553,14,2,,,2,0,3.550346666655969,,,,Solid,,,,
,,choice,fixation,198.15793183332426,199.6613324166683,15,2,,,,,,,,,Land,,,,
,,choice,option,199.66705662501045,200.69088237499818,15,2,,,,,,,,,Land,,,,
,,choice,choice,200.69097370831878,203.2646172916575,15,2,,,2,0,1.565888458309928,,,,Land,,,,
,,choice,fixation,203.26481320831226,204.7681486250076,16,2,,,,,,,,,Sea,,,,
,,choice,option,204.7745321666589,205.79847254164633,16,2,,,,,,,,,Sea,,,,
,,choice,choice,205.79856641666265,207.35447874999954,16,2,,,1,1,0.5485297083214391,,,,Sea,,,,
,,memory,free_recall,221.1988464583119,260.06287316666567,6,2,,,,,,,,,,,,,
,,memory,value_recall,264.25940020830603,278.1758997500001,7,2,Object_Land_Pattern_Large,,,,13.912933208339382,,,,,9,,,
,,memory,value_recall,280.2170095833135,285.19066333331284,8,2,Animal_Sea_Pattern_Small,,,,4.969979958346812,,,,,9,,,
,,memory,value_recall,287.2304609583225,292.7665520416631,9,2,Animal_Sea_Solid_Small,,,,5.53256229168619,,,,,6,,,
,,memory,value_recall,294.0636731249979,295.98320570832584,10,2,Object_Sea_Pattern_Small,,,,1.9160385833238252,,,,,-9,,,
,,memory,value_recall,297.2777255833207,299.66310508330935,11,2,Object_Land_Solid_Large,,,,2.3817331666941755,,,,,-3,,,
,,memory,value_recall,301.7023197916569,307.76648724998813,12,2,Animal_Land_Solid_Large,,,,6.058139958331594,,,,,-1,,,
,,memory,spatial_recall,312.7856455416477,318.12369199999375,12,2,Animal_Land_Solid_Large,,,1,5.333171208301792,,,,,,"[-329, -190]","[-329, -190]",
,,memory,spatial_recall,319.689666249993,324.5737505000143,12,2,Animal_Sea_Pattern_Small,,,0,4.880611416650936,,,,,,"[329, 189]","[-329, 190]",
,,memory,spatial_recall,325.8888286250003,328.7722600833222,12,2,Object_Land_Pattern_Large,,,1,2.880034833360696,,,,,,"[0, -380]","[0, -380]",
,,memory,spatial_recall,330.5855429166695,334.07492283330066,12,2,Animal_Sea_Solid_Small,,,1,3.484694833343383,,,,,,"[-329, 190]","[-329, 190]",
,,memory,spatial_recall,335.63918845832814,337.0410322083044,12,2,Object_Sea_Pattern_Small,,,1,1.3981700000003912,,,,,,"[0, 380]","[0, 380]",
,,memory,spatial_recall,338.3474166666565,340.50804933332256,12,2,Object_Land_Solid_Large,,,1,2.157110291707795,,,,,,"[329, -190]","[329, -190]",
,,encoding,fixation,6.9039284583122935,8.15867312499904,13,3,Object_Sea_Pattern_Large,-2,,,,,,,,,,,
,,encoding,image,8.158772958326153,9.170029208326014,13,3,Object_Sea_Pattern_Large,-2,,,,,,,,,,,
,,encoding,value,9.17018841666868,15.180352249997668,13,3,Object_Sea_Pattern_Large,-2,,,,,,,,,,,
,,encoding,attention,15.180459666647948,18.19092054167413,13,3,Object_Sea_Pattern_Large,-2,None,None,None,,,,,,,,
,,encoding,fixation,18.191030416666763,18.944756625016453,14,3,Animal_Sea_Pattern_Large,-3,,,,,,,,,,,
,,encoding,image,18.94487333332654,19.954812875017524,14,3,Animal_Sea_Pattern_Large,-3,,,,,,,,,,,
,,encoding,value,19.954917499999283,25.96357958333101,14,3,Animal_Sea_Pattern_Large,-3,,,,,,,,,,,
,,encoding,attention,25.963680375018157,28.97308795832214,14,3,Animal_Sea_Pattern_Large,-3,None,None,None,,,,,,,,
,,encoding,fixation,28.97320754165412,29.72684562500217,15,3,Object_Land_Solid_Small,-8,,,,,,,,,,,
,,encoding,image,29.72695745830424,30.735690750007052,15,3,Object_Land_Solid_Small,-8,,,,,,,,,,,
,,encoding,value,30.735831124999095,36.7447742499935,15,3,Object_Land_Solid_Small,-8,,,,,,,,,,,
,,encoding,attention,36.744937750016106,39.75494883331703,15,3,Object_Land_Solid_Small,-8,None,None,None,,,,,,,,
,,encoding,fixation,39.755057625006884,40.75878862501122,16,3,Animal_Land_Solid_Small,1,,,,,,,,,,,
,,encoding,image,40.758890958328266,41.76694050000515,16,3,Animal_Land_Solid_Small,1,,,,,,,,,,,
,,encoding,value,41.76704254167271,47.77621283332701,16,3,Animal_Land_Solid_Small,1,,,,,,,,,,,
,,encoding,attention,47.776328333304264,50.78591683332343,16,3,Animal_Land_Solid_Small,1,None,None,None,,,,,,,,
,,encoding,fixation,50.786081625003135,51.289682958304184,17,3,Animal_Land_Pattern_Large,3,,,,,,,,,,,
,,encoding,image,51.289779333310435,52.29826650000177,17,3,Animal_Land_Pattern_Large,3,,,,,,,,,,,
,,encoding,value,52.29836808331311,58.30666512501193,17,3,Animal_Land_Pattern_Large,3,,,,,,,,,,,
,,encoding,attention,58.306778124999255,61.316631916648475,17,3,Animal_Land_Pattern_Large,3,None,None,None,,,,,,,,
,,encoding,fixation,61.31675275001908,62.0722630416567,18,3,Object_Sea_Solid_Small,1,,,,,,,,,,,
,,encoding,image,62.07238200001302,63.08025662502041,18,3,Object_Sea_Solid_Small,1,,,,,,,,,,,
,,encoding,value,63.08038558330736,69.08951729166438,18,3,Object_Sea_Solid_Small,1,,,,,,,,,,,
,,encoding,attention,69.08963487501023,72.09971612499794,18,3,Object_Sea_Solid_Small,1,None,None,None,,,,,,,,
,,n-back,,,,61,3,,,,0,None,N,True,None,,,,,
,,n-back,,,,62,3,,,,1,None,X,False,None,,,,,
,,n-back,,,,63,3,,,,1,1.1757159583212342,N,True,1,,,,,
,,n-back,,,,64,3,,,,1,None,C,False,None,,,,,
,,n-back,,,,65,3,,,,1,None,C,False,None,,,,,
,,n-back,,,,66,3,,,,1,None,V,False,None,,,,,
,,n-back,,,,67,3,,,,1,0.7836930833582301,C,True,1,,,,,
,,n-back,,,,68,3,,,,1,None,X,False,None,,,,,
,,n-back,,,,69,3,,,,1,None,B,False,None,,,,,
,,n-back,,,,70,3,,,,1,None,N,False,None,,,,,
,,n-back,,,,71,3,,,,1,0.6208599166420754,B,True,1,,,,,
,,n-back,,,,72,3,,,,1,None,Z,False,None,,,,,
,,n-back,,,,73,3,,,,1,None,Z,False,None,,,,,
,,n-back,,,,74,3,,,,1,None,B,False,None,,,,,
,,n-back,,,,75,3,,,,1,None,X,False,None,,,,,
,,n-back,,,,76,3,,,,0,0.8336344583658502,Z,False,1,,,,,
,,n-back,,,,77,3,,,,0,None,X,True,None,,,,,
,,n-back,,,,78,3,,,,0,None,Z,True,None,,,,,
,,n-back,,,,79,3,,,,1,0.8481540833599865,X,True,1,,,,,
,,n-back,,,,80,3,,,,1,None,C,False,None,,,,,
,,n-back,,,,81,3,,,,1,None,Z,False,None,,,,,
,,n-back,,,,82,3,,,,1,None,Z,False,None,,,,,
,,n-back,,,,83,3,,,,1,None,X,False,None,,,,,
,,n-back,,,,84,3,,,,1,None,N,False,None,,,,,
,,n-back,,,,85,3,,,,1,None,Z,False,None,,,,,
,,n-back,,,,86,3,,,,1,None,C,False,None,,,,,
,,n-back,,,,87,3,,,,1,0.6331159166875295,Z,True,1,,,,,
,,n-back,,,,88,3,,,,0,None,C,True,None,,,,,
,,n-back,,,,89,3,,,,1,None,V,False,None,,,,,
,,n-back,,,,90,3,,,,1,0.43061887501971796,C,True,1,,,,,
,,choice,fixation,148.71107550000306,149.2130114166648,17,3,,,,,,,,,Large,,,,
,,choice,option,149.2189399166673,150.24213229166344,17,3,,,,,,,,,Large,,,,
,,choice,choice,150.24222483331687,158.44635866666795,17,3,,,2,1,7.196090208308306,,,,Large,,,,
,,choice,fixation,158.44654837501002,158.94989208332845,18,3,,,,,,,,,Sea,,,,
,,choice,option,158.95613195831538,159.98006791665102,18,3,,,,,,,,,Sea,,,,
,,choice,choice,159.9801624166721,163.9860080833314,18,3,,,2,1,2.997806416649837,,,,Sea,,,,
,,choice,fixation,163.98611954165972,164.48967854166403,19,3,,,,,,,,,Animal,,,,
,,choice,option,164.49633833332337,165.52178158331662,19,3,,,,,,,,,Animal,,,,
,,choice,choice,165.52187770832097,174.0512994583114,19,3,,,2,0,7.521428750013001,,,,Animal,,,,
,,choice,fixation,174.0514120000007,175.0546908333199,20,3,,,,,,,,,Pattern,,,,
,,choice,option,175.06071074999636,176.0847732500115,20,3,,,,,,,,,Pattern,,,,
,,choice,choice,176.08489362499677,178.46244479165762,20,3,,,2,1,1.3683848333603237,,,,Pattern,,,,
,,choice,fixation,178.46259658332565,179.21627279167296,21,3,,,,,,,,,Object,,,,
,,choice,option,179.22290104164858,180.24614400000428,21,3,,,,,,,,,Object,,,,
,,choice,choice,180.2462360833306,198.69742750001024,21,3,,,2,1,17.441453583334805,,,,Object,,,,
,,choice,fixation,198.6975427083089,199.95097183331382,22,3,,,,,,,,,Small,,,,
,,choice,option,199.95740854166797,200.98114291665843,22,3,,,,,,,,,Small,,,,
,,choice,choice,200.9812369166757,203.21229283331195,22,3,,,1,0,1.2235904583649244,,,,Small,,,,
,,choice,fixation,203.21241400000872,204.21587183332304,23,3,,,,,,,,,Solid,,,,
,,choice,option,204.22248799999943,205.2463477916608,23,3,,,,,,,,,Solid,,,,
,,choice,choice,205.24644387501758,211.97070216666907,23,3,,,2,1,5.715874291665386,,,,Solid,,,,
,,choice,fixation,211.9708606666536,213.22449600000982,24,3,,,,,,,,,Land,,,,
,,choice,option,213.23022641666466,214.25474470830522,24,3,,,,,,,,,Land,,,,
,,choice,choice,214.25485125000705,217.21167041666922,24,3,,,1,0,1.949342166655697,,,,Land,,,,
,,memory,free_recall,226.46324083331274,260.70435408331105,12,3,,,,,,,,,,,,,
,,memory,value_recall,263.69160870832275,280.4645491249976,13,3,Object_Sea_Pattern_Large,,,,16.769453083339613,,,,,-2,,,
,,memory,value_recall,282.50902066665003,286.17498608332244,14,3,Object_Sea_Solid_Small,,,,3.6623006666777655,,,,,1,,,
,,memory,value_recall,287.716559374996,291.2913424583094,15,3,Animal_Sea_Pattern_Large,,,,3.5691305000218563,,,,,-3,,,
,,memory,value_recall,292.5808356250054,303.4236252499977,16,3,Animal_Land_Pattern_Large,,,,10.839266791648697,,,,,3,,,
,,memory,value_recall,304.46370291666244,309.19010829165927,17,3,Animal_Land_Solid_Small,,,,4.724114208307583,,,,,1,,,
,,memory,value_recall,310.23183500001323,313.9039280000143,18,3,Object_Land_Solid_Small,,,,3.6693370833527297,,,,,-8,,,
,,memory,spatial_recall,319.2330990000046,324.23346462499467,18,3,Animal_Sea_Pattern_Large,,,1,4.995638208347373,,,,,,"[0, -380]","[0, -380]",
,,memory,spatial_recall,325.55415595832164,327.6724892083148,18,3,Object_Sea_Pattern_Large,,,1,2.1147971666650847,,,,,,"[-329, 190]","[-329, 190]",
,,memory,spatial_recall,329.52888412500033,331.0888049166533,18,3,Animal_Land_Pattern_Large,,,1,1.5561833749816287,,,,,,"[0, 380]","[0, 380]",
,,memory,spatial_recall,332.6552210416703,333.9068662500067,18,3,Object_Land_Solid_Small,,,1,1.2479642916587181,,,,,,"[329, 189]","[329, 189]",
,,memory,spatial_recall,335.7201554583153,336.94147420831723,18,3,Object_Sea_Solid_Small,,,1,1.217850124987308,,,,,,"[329, -190]","[329, -190]",
,,memory,spatial_recall,338.5109338333132,339.47590799999307,18,3,Animal_Land_Solid_Small,,,1,0.9613960416754708,,,,,,"[-329, -190]","[-329, -190]",
,,encoding,fixation,3.8529652082943358,5.1069228333071806,19,4,Animal_Land_Pattern_Small,-2,,,,,,,,,,,
,,encoding,image,5.1070138333016075,6.116581541660707,19,4,Animal_Land_Pattern_Small,-2,,,,,,,,,,,
,,encoding,value,6.11667324998416,12.126703291665763,19,4,Animal_Land_Pattern_Small,-2,,,,,,,,,,,
,,encoding,attention,12.126809999987017,15.140564333298244,19,4,Animal_Land_Pattern_Small,-2,-2,1,0.9013615416479297,,,,,,,,
,,encoding,fixation,15.140702333301306,15.644047000008868,20,4,Object_Land_Pattern_Small,9,,,,,,,,,,,
,,encoding,image,15.644159083312843,16.65354549998301,20,4,Object_Land_Pattern_Small,9,,,,,,,,,,,
,,encoding,value,16.65365170830046,22.665925749985036,20,4,Object_Land_Pattern_Small,9,,,,,,,,,,,
,,encoding,attention,22.66608529165387,25.679811000009067,20,4,Object_Land_Pattern_Small,9,+9,1,0.6100443750037812,,,,,,,,
,,encoding,fixation,25.67993720830418,26.1834359166387,21,4,Animal_Land_Solid_Small,-3,,,,,,,,,,,
,,encoding,image,26.183543874998577,27.192168458306696,21,4,Animal_Land_Solid_Small,-3,,,,,,,,,,,
,,encoding,value,27.192282000003615,33.20139574998757,21,4,Animal_Land_Solid_Small,-3,,,,,,,,,,,
